run,total,proton,electron,gamma,pion,muon,other
1,911,48,18,641,33,0,171
2,787,42,12,506,31,0,196
3,757,41,22,490,25,0,179
4,1268,57,30,850,41,0,290
5,1345,66,37,948,45,0,249
6,1016,58,23,624,37,1,273
7,848,52,23,512,37,0,224
8,899,46,25,632,24,0,172
9,1251,53,26,805,37,0,330
10,1049,59,33,720,34,0,203
Total,10131,522,249,6728,344,1,2287
Average,1013,52,24,672,34,0,228
Per Proton,1,0,,0,0,0,0
