run,total,proton,electron,gamma,pion,muon,other
1,1484,56,53,978,52,1,344
2,935,64,23,544,51,0,253
3,1356,43,36,949,44,0,284
4,1328,67,30,866,57,0,308
5,1725,64,48,1182,60,0,371
6,1402,55,39,905,50,2,351
7,1149,37,23,768,45,0,276
8,1853,66,39,1298,40,0,410
9,1690,62,50,1156,59,0,363
10,1623,55,42,1208,36,0,282
Total,14545,569,383,9854,494,3,3242
Average,1454,56,38,985,49,0,324
Per Proton,1,0,,0,0,0,0
