run,total,proton,electron,gamma,pion,muon,other
1,876,38,14,577,29,0,218
2,1222,55,30,829,45,0,263
3,1078,43,29,779,32,0,195
4,579,38,13,346,35,0,147
5,1164,52,33,792,39,0,248
6,1131,45,29,779,40,0,238
7,1046,44,30,704,44,0,224
8,959,51,29,586,39,1,253
9,1472,50,48,1104,51,0,219
10,1507,46,45,1109,38,0,269
Total,11034,462,300,7605,392,1,2274
Average,1103,46,30,760,39,0,227
Per Proton,1,0,,0,0,0,0
