run,total,proton,electron,gamma,pion,muon,other
1,1382,66,33,967,49,0,267
2,1877,61,64,1443,45,0,264
3,1760,81,59,1124,74,0,422
4,1926,78,63,1412,48,0,325
5,1245,68,27,829,50,0,271
6,1381,72,42,881,60,0,326
7,1775,76,58,1196,64,0,381
8,1880,78,56,1373,66,0,307
9,1808,68,58,1362,44,1,275
10,1563,83,52,1085,54,0,289
Total,16597,731,512,11672,554,1,3127
Average,1659,73,51,1167,55,0,312
Per Proton,1,0,,1,0,0,0
