run,total,proton,electron,gamma,pion,muon,other
1,2024,91,45,1518,55,0,315
2,3224,104,111,2364,103,0,542
3,2127,99,80,1517,69,0,362
4,2352,98,73,1714,66,0,401
5,2602,103,65,1871,77,0,486
6,2007,89,58,1517,49,1,293
7,2385,98,66,1801,62,0,358
8,3366,103,111,2599,67,0,486
9,1919,90,49,1445,62,0,273
10,3145,114,80,2363,83,2,503
Total,25151,989,738,18709,693,3,4019
Average,2515,98,73,1870,69,0,401
Per Proton,2,0,,1,0,0,0
