run,total,proton,electron,gamma,pion,muon,other
1,1241,49,34,873,33,0,252
2,744,24,29,472,20,0,199
3,379,46,5,175,19,0,134
4,811,28,22,583,31,0,147
5,418,22,8,235,25,0,128
6,410,29,8,226,21,0,126
7,287,24,1,126,11,0,125
8,569,25,18,366,17,0,143
9,914,25,31,708,29,0,121
10,663,32,11,432,27,0,161
Total,6436,304,167,4196,233,0,1536
Average,643,30,16,419,23,0,153
Per Proton,0,0,,0,0,0,0
