run,total,proton,electron,gamma,pion,muon,other
1,3252,115,114,2556,64,0,403
2,3122,118,116,2440,70,0,378
3,2754,120,95,2137,63,2,337
4,3657,123,123,2913,76,0,422
5,3696,116,112,2951,84,0,433
6,3183,112,118,2501,56,1,395
7,2791,106,108,2136,75,0,366
8,2243,108,72,1737,58,0,268
9,2718,102,84,2125,56,0,351
10,2144,125,87,1510,49,0,373
Total,29560,1145,1029,23006,651,3,3726
Average,2956,114,102,2300,65,0,372
Per Proton,2,0,,2,0,0,0
