run,total,proton,electron,gamma,pion,muon,other
1,1391,111,60,961,40,0,219
2,1377,120,49,1002,39,0,167
3,1578,110,64,1105,56,0,243
4,831,107,34,542,23,0,125
5,1588,117,60,1153,41,0,217
6,999,106,44,658,25,0,166
7,1350,114,65,885,37,0,249
8,2152,114,103,1588,48,1,298
9,1687,116,82,1157,55,0,277
10,1387,117,69,862,58,0,281
Total,14340,1132,630,9913,422,1,2242
Average,1434,113,63,991,42,0,224
Per Proton,1,0,,0,0,0,0
