run,total,proton,electron,gamma,pion,muon,other
1,6931,130,199,5724,169,0,709
2,9330,130,332,7771,204,0,893
3,12105,141,420,10288,214,0,1042
4,7190,132,209,6060,168,0,621
5,7612,124,241,6303,167,0,777
6,6399,134,231,5203,146,1,684
7,4907,88,184,3914,150,1,570
8,8811,133,321,7322,188,0,847
9,7002,149,238,5596,199,1,819
10,7875,156,280,6336,178,0,925
Total,78162,1317,2655,64517,1783,3,7887
Average,7816,131,265,6451,178,0,788
Per Proton,7,0,,6,0,0,0
