run,total,proton,electron,gamma,pion,muon,other
1,11970,139,385,10302,209,0,935
2,10592,122,374,9149,149,1,797
3,14681,151,431,12856,240,0,1003
4,11002,136,358,9431,191,1,885
5,11246,139,426,9515,223,0,943
6,15160,132,499,13405,203,0,921
7,16497,178,561,14317,232,0,1209
8,15850,144,535,13883,265,0,1023
9,15031,137,509,13034,236,1,1114
10,15281,156,534,13083,274,1,1233
Total,137310,1434,4612,118975,2222,4,10063
Average,13731,143,461,11897,222,0,1006
Per Proton,13,0,,11,0,0,1
