run,total,proton,electron,gamma,pion,muon,other
1,1886,88,60,1333,57,0,348
2,1594,91,53,1043,50,0,357
3,1465,75,40,1089,32,0,229
4,1467,92,28,907,59,0,381
5,1879,106,56,1358,56,0,303
6,1832,96,55,1238,46,0,397
7,2170,87,67,1525,62,0,429
8,2161,91,76,1594,49,0,351
9,1112,94,29,659,47,0,283
10,1542,96,55,1022,56,0,313
Total,17108,916,519,11768,514,0,3391
Average,1710,91,51,1176,51,0,339
Per Proton,1,0,,1,0,0,0
