run,total,proton,electron,gamma,pion,muon,other
1,10351,130,406,8782,212,1,820
2,10888,108,377,9534,176,0,693
3,23431,131,939,20634,277,0,1450
4,15763,141,590,13599,271,0,1162
5,16943,144,621,14788,234,0,1156
6,18855,159,638,16450,276,0,1332
7,18265,172,634,15842,312,1,1304
8,18934,129,743,16601,260,1,1200
9,17956,165,673,15277,273,0,1568
10,16493,169,517,14369,246,0,1192
Total,167879,1448,6138,145876,2537,3,11877
Average,16787,144,613,14587,253,0,1187
Per Proton,16,0,,14,0,0,1
