run,total,proton,electron,gamma,pion,muon,other
1,18346,174,630,16027,239,0,1276
2,13474,122,515,11635,224,0,978
3,14322,186,498,12105,288,0,1245
4,18929,171,681,16520,236,1,1320
5,17547,151,610,15307,306,0,1173
6,14492,157,488,12340,272,1,1234
7,15507,156,519,13216,307,0,1309
8,11519,102,397,9992,192,2,834
9,15869,146,538,13726,268,0,1191
10,14928,166,621,12662,273,1,1205
Total,154933,1531,5497,133530,2605,5,11765
Average,15493,153,549,13353,260,0,1176
Per Proton,15,0,,13,0,0,1
