run,total,proton,electron,gamma,pion,muon,other
1,10654,158,350,9019,233,0,894
2,10322,131,323,8853,182,0,833
3,7531,109,240,6311,155,0,716
4,10133,153,338,8615,220,0,807
5,10128,134,375,8413,231,1,974
6,8115,146,252,6857,165,0,695
7,12375,148,461,10382,234,1,1149
8,8248,135,277,6950,177,1,708
9,8637,149,293,7181,195,0,819
10,9693,127,338,8253,173,0,802
Total,95836,1390,3247,80834,1965,3,8397
Average,9583,139,324,8083,196,0,839
Per Proton,9,0,,8,0,0,0
