run,total,proton,electron,gamma,pion,muon,other
1,1835,91,48,1233,49,0,414
2,1235,66,24,827,50,0,268
3,1568,80,47,1083,51,0,307
4,3249,88,126,2444,61,0,530
5,2217,80,64,1591,61,0,421
6,2211,71,77,1649,47,1,366
7,2443,57,74,1841,61,0,410
8,1959,72,58,1412,61,0,356
9,2790,85,77,2131,63,0,434
10,1968,69,52,1505,52,0,290
Total,21475,759,647,15716,556,1,3796
Average,2147,75,64,1571,55,0,379
Per Proton,2,0,,1,0,0,0
