run,total,proton,electron,gamma,pion,muon,other
1,1310,62,39,848,61,0,300
2,1829,62,47,1246,66,0,408
3,2155,69,59,1661,49,0,317
4,1107,60,45,713,41,0,248
5,1876,87,42,1288,82,0,377
6,1740,61,41,1218,61,0,359
7,1921,71,41,1326,59,0,424
8,1803,59,38,1325,50,0,331
9,897,52,19,575,50,0,201
10,882,55,23,506,34,1,263
Total,15520,638,394,10706,553,1,3228
Average,1552,63,39,1070,55,0,322
Per Proton,1,0,,1,0,0,0
