run,total,proton,electron,gamma,pion,muon,other
1,907,36,27,615,32,0,197
2,797,49,20,492,29,0,207
3,1173,40,37,878,26,0,192
4,978,37,25,687,33,0,196
5,889,40,26,614,21,0,188
6,1014,30,40,787,27,1,129
7,657,37,12,429,21,0,158
8,719,25,12,496,24,0,162
9,484,32,16,278,25,0,133
10,534,25,13,378,23,0,95
Total,8152,351,228,5654,261,1,1657
Average,815,35,22,565,26,0,165
Per Proton,0,0,,0,0,0,0
