run,total,proton,electron,gamma,pion,muon,other
1,2335,106,78,1767,64,0,320
2,3299,111,105,2659,67,0,357
3,2979,120,97,2267,82,0,413
4,2442,109,87,1843,65,0,338
5,1783,91,74,1285,54,0,279
6,1862,106,59,1397,42,0,258
7,2134,106,60,1577,46,0,345
8,2854,96,95,2232,76,0,355
9,2089,90,83,1528,58,0,330
10,2212,98,75,1559,69,0,411
Total,23989,1033,813,18114,623,0,3406
Average,2398,103,81,1811,62,0,340
Per Proton,2,0,,1,0,0,0
