run,total,proton,electron,gamma,pion,muon,other
1,1025,47,23,650,44,0,261
2,610,46,9,362,19,1,173
3,1043,43,27,643,46,0,284
4,791,49,15,528,33,0,166
5,658,19,24,419,20,1,175
6,1113,51,38,735,29,0,260
7,1011,46,33,711,24,0,197
8,882,49,17,566,29,0,221
9,775,46,24,448,30,0,227
10,1124,41,25,799,28,0,231
Total,9032,437,235,5861,302,2,2195
Average,903,43,23,586,30,0,219
Per Proton,0,0,,0,0,0,0
