run,total,proton,electron,gamma,pion,muon,other
1,884,32,21,619,24,0,188
2,847,31,27,626,20,0,143
3,698,32,30,433,36,0,167
4,598,40,7,376,34,0,141
5,839,35,26,554,34,0,190
6,832,34,17,567,22,0,192
7,557,32,13,312,23,0,177
8,617,25,11,401,21,0,159
9,835,30,12,555,22,0,216
10,955,37,25,639,25,0,229
Total,7662,328,189,5082,261,0,1802
Average,766,32,18,508,26,0,180
Per Proton,0,0,,0,0,0,0
