run,total,proton,electron,gamma,pion,muon,other
1,954,48,28,661,40,0,177
2,775,31,18,531,38,1,156
3,804,47,25,447,38,0,247
4,831,56,29,509,33,1,203
5,767,29,30,513,19,0,176
6,824,35,33,576,28,0,152
7,799,36,12,530,30,0,191
8,1227,40,37,868,45,0,237
9,746,39,11,446,47,0,203
10,943,43,23,560,41,1,275
Total,8670,404,246,5641,359,3,2017
Average,867,40,24,564,35,0,201
Per Proton,0,0,,0,0,0,0
