run,total,proton,electron,gamma,pion,muon,other
1,2293,99,63,1646,72,0,413
2,2672,77,66,2084,67,0,378
3,2334,111,67,1659,66,0,431
4,1774,80,47,1287,49,1,310
5,2932,125,92,2141,76,1,497
6,1962,109,62,1341,66,0,384
7,2208,90,56,1555,79,0,428
8,1855,94,35,1305,55,0,366
9,1932,86,61,1362,54,0,369
10,2548,104,98,1860,69,0,417
Total,22510,975,647,16240,653,2,3993
Average,2251,97,64,1624,65,0,399
Per Proton,2,0,,1,0,0,0
