run,total,proton,electron,gamma,pion,muon,other
1,2125,75,65,1510,63,0,412
2,2991,102,67,2238,85,0,499
3,2551,117,76,1853,76,0,429
4,1411,85,52,882,53,0,339
5,2640,110,78,1853,80,0,519
6,2319,93,56,1667,73,0,430
7,1950,110,60,1330,88,0,362
8,1789,87,59,1275,63,0,305
9,2670,94,88,2007,61,0,420
10,2052,89,59,1432,71,0,401
Total,22498,962,660,16047,713,0,4116
Average,2249,96,66,1604,71,0,411
Per Proton,2,0,,1,0,0,0
