run,total,proton,electron,gamma,pion,muon,other
1,6194,138,162,5064,138,0,692
2,5014,108,157,4021,151,0,577
3,4426,121,129,3465,111,0,600
4,6595,99,214,5575,131,0,576
5,6227,131,213,5078,135,0,670
6,7804,143,257,6492,174,0,738
7,6156,129,162,5060,148,0,657
8,5377,110,205,4335,134,0,593
9,7859,153,266,6431,191,1,817
10,4886,116,148,3947,134,0,541
Total,60538,1248,1913,49468,1447,1,6461
Average,6053,124,191,4946,144,0,646
Per Proton,6,0,,4,0,0,0
