run,total,proton,electron,gamma,pion,muon,other
1,239,50,3,95,1,0,90
2,215,55,2,67,4,0,87
3,257,49,5,123,2,0,78
4,177,73,1,44,1,0,58
5,175,53,0,47,2,0,73
6,128,55,0,20,1,0,52
7,216,56,1,76,2,0,81
8,191,54,2,60,3,0,72
9,181,44,1,59,1,0,76
10,147,49,1,36,0,0,61
Total,1926,538,16,627,17,0,728
Average,192,53,1,62,1,0,72
Per Proton,0,0,,0,0,0,0
