run,total,proton,electron,gamma,pion,muon,other
1,1843,90,59,1315,56,2,321
2,1987,112,49,1391,46,0,389
3,1696,92,31,1200,51,0,322
4,2136,106,68,1537,61,0,364
5,2215,111,67,1591,53,0,393
6,993,82,26,632,21,2,230
7,1667,83,48,1230,28,0,278
8,2037,101,41,1478,58,0,359
9,1590,97,42,1079,44,0,328
10,1449,96,32,993,31,0,297
Total,17613,970,463,12446,449,4,3281
Average,1761,97,46,1244,44,0,328
Per Proton,1,0,,1,0,0,0
