run,total,proton,electron,gamma,pion,muon,other
1,7754,139,286,6296,227,0,806
2,6655,101,251,5579,153,0,571
3,11758,145,439,10024,214,1,935
4,8362,103,289,7232,149,0,589
5,8987,139,311,7453,210,1,873
6,9140,133,329,7711,182,1,784
7,11850,160,396,9962,227,1,1104
8,9114,140,257,7765,206,0,746
9,9065,129,279,7608,192,0,857
10,10634,148,335,9030,216,0,905
Total,93319,1337,3172,78660,1976,4,8170
Average,9331,133,317,7866,197,0,817
Per Proton,9,0,,7,0,0,0
