run,total,proton,electron,gamma,pion,muon,other
1,3935,119,114,2995,117,1,589
2,2581,113,64,1980,76,0,348
3,2279,115,73,1730,66,0,295
4,3388,115,105,2629,90,0,449
5,4371,119,132,3421,97,0,602
6,4596,122,191,3592,118,0,573
7,3329,105,105,2528,85,1,505
8,2614,108,64,1942,85,3,412
9,3867,111,134,3026,89,0,507
10,3018,97,74,2393,75,1,378
Total,33978,1124,1056,26236,898,6,4658
Average,3397,112,105,2623,89,0,465
Per Proton,3,0,,2,0,0,0
