run,total,proton,electron,gamma,pion,muon,other
1,16503,165,653,14121,284,0,1280
2,15683,146,502,13596,276,1,1162
3,13866,146,425,11934,259,3,1099
4,20783,129,827,18365,222,1,1239
5,20310,123,736,17886,283,0,1282
6,17532,181,721,14837,296,0,1497
7,13401,136,432,11616,237,0,980
8,18962,168,674,16556,270,0,1294
9,25933,153,863,23090,291,0,1536
10,25904,150,901,22998,286,0,1569
Total,188877,1497,6734,164999,2704,5,12938
Average,18887,149,673,16499,270,0,1293
Per Proton,18,0,,16,0,0,1
