run,total,proton,electron,gamma,pion,muon,other
1,14626,148,532,12503,250,0,1193
2,18148,167,669,15812,284,0,1216
3,10975,129,398,9310,194,0,944
4,17211,131,623,14931,259,0,1267
5,15309,131,534,13261,273,1,1109
6,20243,160,766,17613,332,0,1372
7,14012,155,448,12040,266,1,1102
8,13475,145,546,11360,272,0,1152
9,20500,184,778,17804,318,0,1416
10,10784,135,411,9067,236,0,935
Total,155283,1485,5705,133701,2684,2,11706
Average,15528,148,570,13370,268,0,1170
Per Proton,15,0,,13,0,0,1
