run,total,proton,electron,gamma,pion,muon,other
1,142,55,1,33,1,0,52
2,265,56,5,125,0,0,79
3,148,67,1,26,1,0,53
4,139,55,0,24,0,0,60
5,139,66,0,23,2,0,48
6,167,54,4,58,2,0,49
7,173,60,1,53,1,0,58
8,165,60,1,38,0,0,66
9,141,56,1,30,0,0,54
10,118,52,1,16,1,0,48
Total,1597,581,15,426,8,0,567
Average,159,58,1,42,0,0,56
Per Proton,0,0,,0,0,0,0
