run,total,proton,electron,gamma,pion,muon,other
1,9174,131,327,7705,189,0,822
2,12461,146,446,10710,208,0,951
3,8339,142,365,6705,207,0,920
4,6835,123,229,5689,163,0,631
5,4019,109,126,3155,125,0,504
6,7072,126,238,5881,161,0,666
7,6554,147,237,5273,161,1,735
8,6395,115,231,5293,164,0,592
9,8193,115,271,6875,165,0,767
10,6280,134,232,5134,145,1,634
Total,75322,1288,2702,62420,1688,2,7222
Average,7532,128,270,6242,168,0,722
Per Proton,7,0,,6,0,0,0
