run,total,proton,electron,gamma,pion,muon,other
1,704,62,15,435,12,0,180
2,744,59,23,447,13,0,202
3,625,85,16,334,18,0,172
4,737,70,12,369,12,0,274
5,580,76,5,248,13,0,238
6,844,102,19,414,27,0,282
7,899,81,26,527,12,0,253
8,875,76,23,500,21,0,255
9,778,94,14,365,25,0,280
10,557,65,6,252,14,0,220
Total,7343,770,159,3891,167,0,2356
Average,734,77,15,389,16,0,235
Per Proton,0,0,,0,0,0,0
