run,total,proton,electron,gamma,pion,muon,other
1,865,86,9,477,17,0,276
2,540,83,9,203,11,0,234
3,635,76,13,281,22,0,243
4,650,75,8,360,18,0,189
5,720,77,11,408,20,0,204
6,651,76,4,347,15,0,209
7,769,92,13,385,13,0,266
8,691,82,5,322,17,0,265
9,550,63,9,305,15,0,158
10,1108,87,26,643,18,0,334
Total,7179,797,107,3731,166,0,2378
Average,717,79,10,373,16,0,237
Per Proton,0,0,,0,0,0,0
