run,total,proton,electron,gamma,pion,muon,other
1,10676,115,450,9174,180,0,757
2,8808,117,344,7564,142,0,641
3,10497,129,394,9004,157,0,813
4,14695,167,655,12563,238,0,1072
5,11422,135,424,9927,155,0,781
6,8715,126,414,7291,160,0,724
7,13425,144,454,11781,178,0,868
8,15102,132,618,13126,204,1,1021
9,12743,165,504,10854,218,1,1001
10,12256,135,492,10616,178,0,835
Total,118339,1365,4749,101900,1810,2,8513
Average,11833,136,474,10190,181,0,851
Per Proton,11,0,,10,0,0,0
