run,total,proton,electron,gamma,pion,muon,other
1,6273,111,181,4914,182,0,885
2,5197,88,182,4175,145,0,607
3,4894,80,154,3935,141,0,584
4,6256,99,199,4946,182,1,829
5,3909,79,102,3030,137,0,561
6,5624,85,174,4432,185,0,748
7,6652,111,224,5202,205,1,909
8,7872,80,278,6422,196,1,895
9,7727,128,244,6143,222,0,990
10,4433,76,121,3409,147,0,680
Total,58837,937,1859,46608,1742,3,7688
Average,5883,93,185,4660,174,0,768
Per Proton,5,0,,4,0,0,0
