run,total,proton,electron,gamma,pion,muon,other
1,9840,120,329,8059,247,1,1084
2,6934,123,203,5483,192,0,933
3,6572,98,233,5208,194,0,839
4,5876,104,195,4640,193,0,744
5,6684,96,227,5319,194,0,848
6,5131,92,183,4003,155,0,698
7,6029,82,184,4784,177,0,802
8,3129,88,105,2289,123,0,524
9,6234,107,212,4810,199,0,906
10,7401,126,238,5827,193,2,1015
Total,63830,1036,2109,50422,1867,3,8393
Average,6383,103,210,5042,186,0,839
Per Proton,6,0,,5,0,0,0
