run,total,proton,electron,gamma,pion,muon,other
1,7282,117,290,6138,137,0,600
2,9007,112,349,7774,115,0,657
3,11000,120,428,9441,190,0,821
4,8862,110,407,7476,156,0,713
5,8026,107,340,6768,148,0,663
6,8967,136,369,7529,162,0,771
7,8941,121,375,7606,171,1,667
8,12696,154,592,10648,241,0,1061
9,11792,116,526,10019,188,0,943
10,11376,146,462,9951,142,0,675
Total,97949,1239,4138,83350,1650,1,7571
Average,9794,123,413,8335,165,0,757
Per Proton,9,0,,8,0,0,0
