run,total,proton,electron,gamma,pion,muon,other
1,12825,150,455,10884,255,0,1081
2,10441,128,319,8935,210,0,849
3,11623,150,357,10060,217,0,839
4,11019,133,417,9284,243,0,942
5,17282,158,626,14980,255,0,1263
6,15694,155,607,13441,234,1,1256
7,12278,118,490,10698,186,0,786
8,17231,172,658,14852,242,0,1307
9,13112,154,518,10982,295,0,1163
10,10569,116,403,8960,220,0,870
Total,132074,1434,4850,113076,2357,1,10356
Average,13207,143,485,11307,235,0,1035
Per Proton,13,0,,11,0,0,1
