run,total,proton,electron,gamma,pion,muon,other
1,12121,144,373,10237,254,0,1113
2,9390,116,277,7918,176,1,902
3,8109,129,286,6573,199,1,921
4,11954,139,401,10066,251,0,1097
5,13588,150,472,11579,257,1,1129
6,12782,148,416,10799,256,0,1163
7,7705,121,237,6328,185,0,834
8,8371,109,312,6972,188,1,789
9,8804,131,338,7171,235,0,929
10,12009,112,474,10182,232,0,1009
Total,104833,1299,3586,87825,2233,4,9886
Average,10483,129,358,8782,223,0,988
Per Proton,10,0,,8,0,0,0
