run,total,proton,electron,gamma,pion,muon,other
1,4222,87,122,3156,140,0,717
2,5782,102,179,4508,181,1,811
3,4450,101,117,3303,155,3,771
4,5241,88,188,4096,158,0,711
5,4335,72,125,3344,141,1,652
6,5881,99,190,4642,184,2,764
7,4667,82,154,3634,160,0,637
8,5739,94,195,4609,159,0,682
9,4277,89,121,3167,183,0,717
10,3707,91,107,2693,154,0,662
Total,48301,905,1498,37152,1615,7,7124
Average,4830,90,149,3715,161,0,712
Per Proton,4,0,,3,0,0,0
