run,total,proton,electron,gamma,pion,muon,other
1,10269,146,294,8497,244,0,1088
2,11615,142,398,9524,259,0,1292
3,11889,135,370,10047,230,1,1106
4,10905,134,367,9154,232,1,1017
5,8187,123,238,6652,242,2,930
6,6677,101,202,5425,178,0,771
7,10253,130,324,8359,254,0,1186
8,7751,95,227,6445,177,0,807
9,8293,116,294,6753,201,0,929
10,9051,123,299,7555,187,0,887
Total,94890,1245,3013,78411,2204,4,10013
Average,9489,124,301,7841,220,0,1001
Per Proton,9,0,,7,0,0,1
