run,total,proton,electron,gamma,pion,muon,other
1,7723,100,215,6412,179,1,816
2,7018,59,262,5873,124,0,700
3,6137,90,179,4989,182,1,696
4,3649,74,138,2636,149,1,651
5,4764,80,145,3776,141,0,622
6,3848,75,116,2846,175,0,636
7,3967,105,136,2860,167,1,698
8,4135,78,122,3221,141,0,573
9,5520,84,160,4426,131,2,717
10,4114,81,138,3193,129,0,573
Total,50875,826,1611,40232,1518,6,6682
Average,5087,82,161,4023,151,0,668
Per Proton,5,0,,4,0,0,0
