run,total,proton,electron,gamma,pion,muon,other
1,10247,128,386,8717,170,0,846
2,11562,135,375,9911,194,0,947
3,10501,122,511,8614,246,1,1007
4,17683,171,675,15396,255,0,1186
5,13884,128,468,12097,207,0,984
6,9106,107,374,7678,164,2,781
7,12096,188,432,10059,302,0,1115
8,9727,96,339,8454,162,0,676
9,12207,151,423,10249,262,2,1120
10,14260,179,476,12188,271,1,1145
Total,121273,1405,4459,103363,2233,6,9807
Average,12127,140,445,10336,223,0,980
Per Proton,12,0,,10,0,0,0
