run,total,proton,electron,gamma,pion,muon,other
1,4200,84,117,3163,149,1,686
2,3731,74,93,2880,118,0,566
3,5032,77,159,3915,172,1,708
4,6970,113,184,5526,205,0,942
5,3218,85,92,2322,118,0,601
6,6602,97,183,5346,165,1,810
7,2343,84,53,1568,132,0,506
8,5314,55,198,4307,109,0,645
9,6200,114,167,4853,199,0,867
10,6881,80,251,5609,169,0,772
Total,50491,863,1497,39489,1536,3,7103
Average,5049,86,149,3948,153,0,710
Per Proton,5,0,,3,0,0,0
