event,track,particle,tungsten_entry,tungsten_exit,sc1_entry,sc1_exit,sc2_entry,sc2_exit,sc3_entry,sc3_exit
3574,1,proton,1,1,1,1,1,1,1,1
3575,1,proton,1,1,1,1,1,1,1,1
3576,1,proton,1,1,1,1,1,1,1,1
3577,1,proton,1,1,1,1,1,1,1,1
3578,1,proton,1,1,1,1,1,1,1,1
3578,2,e-,0,0,0,1,0,0,0,0
3579,1,proton,1,1,1,1,1,1,1,1
3579,8,e-,0,0,0,0,0,0,0,1
3580,1,proton,1,1,1,1,1,1,1,0
3581,1,proton,1,1,1,0,0,0,0,0
3581,3,proton,0,0,0,1,1,1,1,1
3581,5,proton,0,0,0,1,1,0,0,0
3581,6,proton,0,0,0,1,1,1,1,1
3581,7,proton,0,0,0,1,1,1,1,1
3581,8,neutron,0,0,0,1,1,0,0,0
3581,9,neutron,0,0,0,1,0,0,0,0
3581,10,neutron,0,0,0,1,1,1,1,0
3581,12,proton,0,1,1,0,0,0,0,0
3581,13,He3,0,0,0,1,0,0,0,0
3581,15,e-,0,0,0,1,1,0,0,0
3581,16,e-,0,1,0,0,0,0,0,0
3581,28,gamma,0,1,1,0,0,0,0,0
3581,29,gamma,0,0,0,1,0,0,0,0
3581,30,e-,0,0,0,1,0,0,0,0
3582,1,proton,1,1,1,1,1,1,1,1
3583,1,proton,1,1,1,1,1,1,1,0
3584,1,proton,1,1,1,1,1,1,1,1
3585,1,proton,1,1,1,1,1,1,1,1
3586,1,proton,1,1,1,1,1,1,1,1
3587,1,proton,1,1,1,1,1,1,1,1
3587,4,e-,0,0,0,0,1,0,0,0
3587,5,e-,0,0,0,0,0,1,0,0
3588,1,proton,1,1,1,1,1,1,1,1
3589,1,proton,1,1,1,1,1,1,1,1
3590,1,protoG4WT0 > n,1,1,1,1,1,1,1,1
3591,1,proton,1,1,1,1,1,1,1,1
3592,1,proton,1,1,1,1,1,1,1,0
3593,1,proton,1,1,1,1,1,1,1,1
3594,1,proton,1,1,1,1,1,0,0,0
3594,4,e-,0,1,1,0,0,0,0,0
3594,5,proton,0,0,0,0,0,1,1,0
3594,6,pi-,0,0,0,0,0,1,0,0
3594,7,pi+,0,0,0,0,0,1,1,1
3594,8,proton,0,0,0,0,0,1,1,1
3595,1,proton,1,1,1,1,1,1,1,1
3596,1,proton,1,1,1,1,1,1,1,1
3596,5,e-,0,0,0,0,0,1,1,0
3597,1,proton,1,1,1,1,1,1,1,1
3598,1,proton,1,1,1,1,1,1,1,1
3599,1,proton,1,1,1,1,1,1,1,0
3599,3,e-,0,0,0,0,0,1,1,1
3600,4,e-,0,0,0,0,0,0,0,1
3600,5,gamma,0,0,0,0,0,0,0,1
3601,1,proton,1,1,1,1,1,1,1,1
3602,1,proton,1,1,1,1,1,1,1,0
3603,1,proton,1,1,1,1,1,1,1,1
3604,1,proton,1,1,1,1,1,1,1,1
3605,1,proton,1,1,1,1,1,1,1,1
3606,1,proton,1,1,1,1,1,1,1,1
3607,1,proton,1,1,1,1,1,1,1,1
3608,1,proton,1,1,1,1,1,1,1,1
3609,1,proton,1,1,1,1,1,1,1,1
3610,1,proton,1,1,1,1,1,1,1,1
3611,1,proton,1,1,1,1,1,1,1,0
3612,1,proton,1,1,1,1,1,1,1,1
3612,5,e-,0,0,0,0,0,1,1,0
3612,6,e-,0,0,0,0,0,0,0,1
3613,1,proton,1,1,1,1,1,1,1,1
3614,1,proton,1,1,1,1,1,1,1,1
3615,1,proton,1,1,1,1,1,1,1,1
3616,1,proton,1,1,1,1,1,1,1,1
3617,1,proton,1,1,1,1,1,1,1,1
3618,1,proton,1,1,1,1,1,1,1,1
3618,5,e-,0,0,0,1,1,0,0,0
3619,1,proton,1,1,1,1,1,1,1,1
3620,1,proton,1,1,1,1,1,1,1,0
3621,1,proton,1,1,1,1,1,1,1,1
3622,1,proton,1,1,1,1,1,1,1,0
3623,1,proton,1,1,1,1,1,1,1,1
3624,1,proton,1,1,1,1,1,1,1,1
3624,3,e-,0,1,0,0,0,0,0,0
3625,1,proton,1,1,1,1,1,1,1,1
3625,4,e-,0,0,0,0,0,1,1,1
3625,5,gamma,0,0,0,0,0,1,1,1
3625,6,gamma,0,0,0,0,0,0,0,1
3625,7,e-,0,0,0,0,0,0,0,1
3626,1,proton,1,1,1,1,1,1,1,1
3627,1,proton,1,1,1,1,1,1,1,1
3627,7,gamma,0,0,0,1,0,0,0,0
3628,1,proton,1,1,1,1,1,1,1,1
3629,1,proton,1,1,1,1,1,1,1,1
3629,3,e-,0,0,0,1,1,0,0,0
3630,1,proton,1,1,1,1,1,1,1,1
3631,1,proton,1,1,1,1,1,1,1,1
3632,1,proton,1,1,1,1,1,1,1,1
3633,1,proton,1,1,1,1,1,1,1,1
3634,1,proton,1,1,1,1,1,1,1,1
3635,1,proton,1,1,1,1,1,1,1,1
3636,1,proton,1,1,1,1,1,1,1,1
3637,1,proton,1,1,1,1,1,1,1,1
3638,1,proton,1,1,1,1,1,1,1,1
3638,3,e-,0,0,0,0,0,1,1,1
3639,1,proton,1,1,1,1,1,1,1,1
3640,1,proton,1,1,1,1,1,1,1,1
3641,1,proton,1,1,1,1,1,1,1,1
3642,1,proton,1,1,1,0,0,0,0,0
3642,3,neutron,0,0,0,1,1,1,1,1
3642,5,neutron,0,0,0,1,1,0,0,0
3642,6,proton,0,0,1,0,0,0,0,0
3642,11,e-,0,0,1,0,0,0,0,0
3643,1,proton,1,1,1,1,1,1,1,1
3644,1,proton,1,1,1,1,1,1,1,1
3645,1,proton,1,1,1,1,1,1,1,1
3645,2,e-,1,0,0,0,0,0,0,0
3646,1,proton,1,1,1,1,1,1,1,1
3647,1,proton,1,1,1,1,1,1,1,1
3648,1,proton,1,1,1,1,1,1,1,1
3648,4,e-,0,0,0,0,0,1,1,1
3649,1,proton,1,1,1,1,1,1,1,1
3650,1,proton,1,1,1,1,1,1,1,1
3651,1,proton,1,1,1,1,1,1,1,1
3652,1,proton,1,1,1,1,1,1,1,1
3653,1,proton,1,1,1,1,1,1,1,1
3654,1,proton,1,1,1,1,1,1,1,1
3655,1,proton,1,1,1,1,1,1,1,1
3656,1,proton,1,1,1,1,1,1,1,1
3657,1,proton,1,1,1,1,1,1,1,1
3658,1,proton,1,1,1,1,1,1,1,1
3659,1,proton,1,1,1,1,1,1,1,0
3660,1,proton,1,1,1,1,1,1,1,1
3661,1,proton,1,1,1,1,1,1,1,1
3661,4,e-,0,0,0,0,0,1,0,0
3662,1,proton,1,1,1,1,1,1,1,1
3663,1,proton,1,1,1,1,1,1,1,1
3664,1,proton,1,1,1,1,1,1,1,1
3665,1,proton,1,1,1,1,1,1,1,1
3666,1,proton,1,1,1,1,1,1,1,1
3667,1,proton,1,1,1,1,1,1,1,1
3668,1,proton,1,1,1,1,1,1,1,1
3669,1,proton,1,1,1,1,1,0,0,0
3669,4,proton,0,0,0,0,0,1,1,1
3669,6,neutron,0,0,0,0,0,1,0,0
3669,8,pi+,0,0,0,0,0,1,1,0
3669,10,pi-,0,0,0,0,0,1,1,1
3669,11,proton,0,0,0,0,0,1,0,0
3669,12,proton,0,0,0,0,0,1,0,0
3669,13,neutron,0,0,0,0,0,1,0,0
3669,14,neutron,0,0,0,1,1,0,0,0
3669,16,e-,0,0,0,0,0,1,0,0
3669,20,gamma,0,0,0,0,0,1,0,0
3670,1,proton,1,1,1,1,1,1,1,1
3671,1,proton,1,1,1,1,1,1,1,1
3672,1,proton,1,1,1,1,1,1,1,1
3673,1,proton,1,1,1,1,1,1,1,1
3674,1,proton,1,1,1,1,1,1,1,1
3675,1,proton,1,1,1,1,1,1,1,0
3676,1,proton,1,1,1,1,1,1,1,1
3677,1,proton,1,1,1,1,1,1,1,1
3677,4,e-,0,0,0,0,0,1,1,1
3678,1,proton,1,1,1,1,1,1,1,1
3679,1,proton,1,1,1,1,1,1,1,1
3680,1,proton,1,1,1,1,1,1,1,1
3681,1,proton,1,1,1,1,1,1,1,1
3682,1,proton,1,1,1,1,1,1,1,1
3682,2,e-,0,0,0,0,0,1,0,0
3683,1,proton,1,1,1,1,1,1,1,1
3684,1,proton,1,1,1,1,1,1,1,1
3685,1,proton,1,1,1,1,1,1,1,1
3686,1,proton,1,1,1,1,1,1,1,1
3686,2,e-,1,0,0,0,0,0,0,0
3687,1,proton,1,1,1,1,1,1,1,1
3688,1,proton,1,1,1,1,1,1,1,1
3689,1,proton,1,1,1,1,1,1,1,0
3690,1,proton,1,1,1,1,1,1,1,1
3690,6,e-,0,0,0,0,0,0,0,1
3691,1,proton,1,1,1,1,1,1,1,0
3692,1,proton,1,1,1,1,1,1,1,1
3693,1,proton,1,1,1,1,1,1,1,1
3694,1,proton,1,1,1,1,1,1,1,1
3695,1,proton,1,1,1,1,1,1,1,1
3696,1,proton,1,1,1,1,1,1,1,1
3697,1,proton,1,1,1,1,1,1,1,1
3698,1,proton,1,1,1,1,1,1,1,1
3698,4,e-,0,0,0,0,0,0,0,1
3699,1,proton,1,1,1,1,1,1,1,1
3701,1,proton,1,1,1,1,1,1,1,0
3701,7,pi+,0,0,0,0,0,0,0,1
3701,8,proton,0,0,0,0,0,0,0,1
3701,9,pi-,0,0,0,0,0,0,0,1
3701,10,pi+,0,0,0,0,0,0,0,1
3701,12,neutron,0,0,0,0,0,1,1,0
3701,14,neutron,0,0,0,0,0,0,0,1
3701,17,gamma,0,0,0,0,0,0,0,1
3701,18,gamma,0,0,0,0,0,0,0,1
3701,19,gamma,0,0,0,0,0,0,0,1
3701,20,gamma,0,0,0,0,0,0,0,1
3702,1,proton,1,1,1,1,1,1,1,0
3703,1,proton,1,1,1,1,1,1,1,1
3704,1,proton,1,1,1,1,1,0,0,0
3704,3,neutron,0,0,0,0,0,1,1,1
3704,4,pi+,0,1,1,1,1,0,0,0
3704,5,neutron,0,0,0,0,0,1,0,0
3704,8,pi+,0,0,0,0,0,1,1,0
3704,9,proton,0,0,0,0,0,1,1,0
3704,10,pi-,0,0,0,0,0,1,1,1
3704,13,triton,0,0,1,1,1,0,0,0
3704,14,neutron,0,0,0,0,0,1,1,1
3704,15,alpha,0,0,0,0,0,1,1,0
3704,18,gamma,0,0,0,0,0,1,1,1
3704,19,gamma,0,0,0,0,0,1,1,1
3704,20,gamma,0,0,0,0,0,1,1,1
3704,21,gamma,0,0,0,0,0,1,0,0
3704,22,e-,0,0,0,1,0,0,0,0
3705,1,proton,1,1,1,1,1,1,1,1
3705,5,e-,0,0,0,0,0,0,0,1
3706,1,proton,1,1,1,1,1,1,1,1
3707,1,proton,1,1,1,1,1,1,1,1
3708,1,proton,1,1,1,1,1,1,1,1
3709,1,proton,1,1,1,1,1,1,1,0
3710,1,proton,1,1,1,1,1,1,1,1
3711,1,proton,1,1,1,1,1,1,1,1
3712,1,proton,1,1,1,1,1,1,1,1
3713,1,proton,1,1,1,1,1,1,1,1
3714,1,proton,1,1,1,1,1,1,1,0
3714,2,e-,1,0,0,0,0,0,0,0
3715,1,proton,1,1,1,1,1,1,1,1
3716,1,proton,1,1,1,1,1,1,1,1
3717,1,proton,1,1,1,1,1,0,0,0
3717,5,neutron,0,0,0,0,0,1,1,1
3717,6,pi+,0,0,0,0,0,1,1,1
3717,7,pi-,0,0,0,0,0,1,1,1
3717,10,pi+,0,0,0,0,0,1,1,0
3717,11,pi+,0,0,0,0,0,1,1,1
3717,12,neutron,0,0,0,0,0,1,1,1
3717,13,neutron,0,0,0,0,1,0,0,0
3717,17,gamma,0,0,0,0,0,1,1,1
3717,18,gamma,0,0,0,0,0,1,1,1
3717,19,gamma,0,0,0,0,0,1,1,1
3717,20,gamma,0,0,0,0,0,1,1,1
3718,1,proton,1,1,1,1,1,1,1,1
3719,1,proton,1,1,1,1,1,1,1,1
3720,1,proton,1,1,1,1,1,1,1,1
3720,2,e-,0,0,1,0,0,0,0,0
3721,1,proton,1,1,1,1,1,1,1,1
3722,1,proton,1,1,1,1,1,1,1,1
3723,1,proton,1,1,1,1,1,1,1,1
3724,1,proton,1,1,1,1,1,1,1,0
3725,1,proton,1,1,1,1,1,1,1,1
3726,1,proton,1,1,1,1,1,1,1,1
3727,1,proton,1,1,1,1,1,1,1,1
3727,6,e-,0,0,0,1,1,0,0,0
3728,1,proton,1,1,1,1,1,1,1,1
3729,1,proton,1,1,1,1,1,1,1,1
3729,3,e-,0,0,0,0,0,1,0,0
3730,1,proton,1,1,1,1,1,1,1,1
3731,1,proton,1,1,1,1,1,1,1,1
3731,7,gamma,0,0,0,1,1,1,0,0
3732,1,proton,1,1,1,1,1,1,1,1
3733,1,proton,1,1,1,1,1,1,1,0
3733,5,proton,0,0,0,0,0,0,0,1
3733,6,neutron,0,0,0,0,0,0,0,1
3733,10,pi+,0,0,0,0,0,0,0,1
3733,11,proton,0,0,0,0,0,0,0,1
3733,12,pi-,0,1,1,1,1,1,1,0
3733,14,alpha,0,0,0,0,0,0,0,1
3733,16,proton,0,0,0,0,0,0,0,1
3733,17,e-,0,0,0,0,0,0,0,1
3733,18,e-,0,0,0,0,0,0,0,1
3733,19,e-,0,0,0,0,0,0,0,1
3733,20,e-,0,0,0,1,1,0,0,0
3733,21,e-,0,0,0,1,0,0,0,0
3733,27,e-,0,0,0,0,0,0,0,1
3734,1,proton,1,1,1,1,1,1,1,1
3735,1,proton,1,1,1,1,1,1,1,1
3736,1,proton,1,1,1,1,1,1,1,0
3737,1,proton,1,1,1,1,1,1,1,1
3738,1,proton,1,1,1,1,1,1,1,1
3739,1,proton,1,1,1,1,1,1,1,1
3740,1,proton,1,1,1,1,1,1,1,0
3741,1,proton,1,1,1,1,1,1,1,1
3742,1,proton,1,1,1,1,1,1,1,0
3743,1,proton,1,1,1,1,1,1,1,1
3744,1,proton,1,1,1,1,1,1,1,0
3745,1,proton,1,1,1,1,1,1,1,1
3746,1,proton,1,1,1,1,1,1,1,1
3746,7,e-,0,0,0,0,0,0,0,1
3747,1,proton,1,1,1,1,1,1,1,1
3747,5,e-,0,0,0,1,1,0,0,0
3748,1,proton,1,1,1,1,1,1,1,0
3749,1,proton,1,1,1,1,1,1,1,1
3750,1,proton,1,1,1,1,1,1,1,1
3751,1,proton,1,1,1,1,1,1,1,0
3752,1,proton,1,1,1,1,1,1,1,1
3753,1,proton,1,1,1,1,1,1,1,1
3754,1,proton,1,1,1,1,1,1,1,1
3755,1,proton,1,1,1,1,1,1,1,0
3755,2,e-,0,0,0,1,1,1,0,0
3756,1,proton,1,1,1,1,1,1,1,0
3756,5,e-,0,0,0,0,0,1,0,0
3757,1,proton,1,1,1,1,1,1,1,1
3758,1,proton,1,1,1,1,1,1,1,1
3759,1,proton,1,1,1,1,1,1,1,0
3759,4,e-,0,0,0,1,1,0,0,0
3759,5,e-,0,0,0,1,1,0,0,0
3760,1,proton,1,1,1,1,1,1,1,1
3761,1,proton,1,1,1,1,1,1,1,1
3762,1,proton,1,1,1,1,1,1,1,1
3763,1,proton,1,1,1,1,1,1,1,1
3764,1,proton,1,1,1,1,1,1,1,0
3765,1,proton,1,1,1,1,1,1,1,1
3766,1,proton,1,1,1,1,1,1,1,1
3767,1,proton,1,1,1,1,1,1,1,1
3768,1,proton,1,1,1,1,1,1,1,1
3769,1,proton,1,1,1,1,1,1,1,1
3770,1,proton,1,1,1,1,1,1,1,1
3771,1,proton,1,1,1,1,1,1,1,1
3771,4,e-,0,0,0,1,0,0,0,0
3772,1,proton,1,1,1,1,1,1,1,1
3773,1,proton,1,1,1,1,1,1,1,1
3773,2,e-,0,0,0,1,0,0,0,0
3774,1,proton,1,1,1,1,1,1,1,1
3775,1,proton,1,1,1,1,1,1,1,1
3775,4,e-,0,1,0,0,0,0,0,0
3776,5,e-,0,0,0,0,0,0,0,1
3777,1,proton,1,1,1,1,1,1,1,1
3777,3,e-,0,0,0,0,1,0,0,0
3778,1,proton,1,1,1,1,1,1,1,1
3779,1,proton,1,1,1,1,1,1,1,1
3780,1,proton,1,1,1,1,1,1,1,1
3781,1,proton,1,1,1,1,1,1,1,1
3782,1,proton,1,1,1,1,1,1,1,1
3783,1,proton,1,1,1,1,1,1,1,0
3783,4,e-,0,0,0,0,0,1,0,0
3784,1,proton,1,1,1,1,1,1,1,0
3785,1,proton,1,1,1,1,1,1,1,1
3786,1,proton,1,1,1,1,1,1,1,1
3787,1,proton,1,1,1,1,1,1,1,1
3788,1,proton,1,1,1,1,1,1,1,1
3789,1,proton,1,1,1,1,1,1,1,1
3790,1,proton,1,1,1,1,1,1,1,0
3791,1,proton,1,1,1,1,1,1,1,1
3791,3,e-,0,0,0,0,0,0,0,1
3792,1,proton,1,1,1,1,1,1,1,1
3793,1,proton,1,1,1,1,1,1,1,1
3794,1,proton,1,1,1,1,1,1,1,1
3795,1,proton,1,1,1,1,1,1,1,1
3796,1,proton,1,1,1,1,1,1,1,1
3797,1,proton,1,1,1,1,1,1,1,0
3797,4,pi+,0,0,0,0,0,0,0,1
3797,5,neutron,0,0,0,0,0,0,0,1
3797,7,pi-,0,0,0,0,0,0,0,1
3797,8,pi+,0,0,0,0,0,0,0,1
3797,10,neutron,0,0,0,0,0,0,0,1
3797,12,neutron,0,0,0,0,0,0,0,1
3797,13,neutron,0,0,0,0,1,1,1,0
3797,14,pi+,0,0,0,0,0,0,0,1
3797,15,neutron,0,0,0,0,0,0,0,1
3797,16,proton,0,0,0,0,0,0,0,1
3797,21,gamma,0,0,0,0,0,0,0,1
3797,22,gamma,0,0,0,0,0,0,0,1
3797,23,gamma,0,0,0,0,0,0,0,1
3797,24,gamma,0,0,0,0,0,0,0,1
3797,25,gamma,0,0,0,0,0,0,0,1
3797,26,gamma,0,0,0,0,0,0,0,1
3797,27,gamma,0,0,0,0,0,0,0,1
3797,28,gamma,0,0,0,0,0,0,0,1
3798,1,proton,1,1,1,1,1,1,1,1
3799,1,proton,1,1,1,1,1,1,1,1
3799,6,e-,0,0,0,0,0,1,1,0
3800,2,e-,0,0,0,1,0,0,0,0
3800,3,e-,0,0,0,0,0,1,1,1
3801,1,proton,1,1,1,1,1,1,1,1
3802,1,proton,1,1,1,1,1,1,1,1
3803,1,proton,1,1,1,1,1,1,1,1
3804,1,proton,1,1,1,1,1,1,1,1
3805,1,proton,1,1,1,1,1,1,1,1
3806,1,proton,1,1,1,1,1,1,1,1
3806,4,e-,0,0,0,0,0,0,0,1
3807,1,proton,1,1,1,1,1,1,1,1
3807,2,e-,0,0,0,0,0,0,0,1
3808,1,proton,1,1,1,1,1,1,1,0
3809,1,proton,1,1,1,1,1,1,1,0
3809,6,e-,0,0,0,1,1,0,0,0
3809,7,e-,0,0,0,0,0,1,1,1
3809,9,e-,0,0,0,0,1,0,0,0
3810,1,proton,1,1,1,1,1,1,1,1
3811,1,proton,1,1,1,1,1,1,1,1
3812,1,proton,1,1,1,1,1,1,1,1
3812,2,e-,0,0,0,1,1,0,0,0
3812,5,gamma,0,0,0,1,0,0,0,0
3813,1,proton,1,1,1,1,1,1,1,1
3813,3,e-,0,0,1,0,0,0,0,0
3814,1,proton,1,1,1,1,1,1,1,1
3815,1,proton,1,1,1,1,1,1,1,1
3816,1,proton,1,1,1,1,1,0,0,0
3816,5,pi+,0,0,0,0,0,1,1,1
3816,6,proton,0,0,0,0,0,1,1,1
3816,7,pi-,0,0,0,0,0,1,1,1
3816,8,neutron,0,0,0,0,0,1,0,0
3816,9,deuteron,0,0,0,0,1,0,0,0
3817,1,proton,1,1,1,1,1,1,1,1
3817,4,e-,0,0,0,1,1,0,0,0
3817,5,e-,0,0,0,0,0,1,1,0
3818,1,proton,1,1,1,1,1,1,1,1
3819,1,proton,1,1,1,1,1,1,1,0
3820,1,proton,1,1,1,1,1,1,1,0
3820,9,gamma,0,0,0,1,0,0,0,0
3821,1,proton,1,1,1,1,1,1,1,1
3822,1,proton,1,1,1,1,1,1,1,0
3823,1,proton,1,1,1,1,1,1,1,1
3824,1,proton,1,1,1,1,1,1,1,1
3825,1,proton,1,1,1,1,1,1,1,1
3826,1,proton,1,1,1,1,1,1,1,1
3827,1,proton,1,1,1,1,1,1,1,1
3828,1,proton,1,1,1,1,1,1,1,1
3829,1,proton,1,1,1,1,1,1,1,1
3829,2,e-,0,0,0,1,1,0,0,0
3829,3,e-,0,0,0,0,0,1,1,1
3830,1,proton,1,1,1,1,1,1,1,1
3831,1,proton,1,1,1,1,1,1,1,1
3832,1,proton,1,1,1,1,1,1,1,1
3832,4,e-,0,0,0,0,0,1,0,0
3833,1,proton,1,1,1,1,1,1,1,0
3834,1,proton,1,1,1,1,1,1,1,1
3835,1,proton,1,1,1,1,1,1,1,0
3836,1,proton,1,1,1,1,1,1,1,1
3837,1,proton,1,1,1,1,1,1,1,1
3838,1,proton,1,1,1,0,0,0,0,0
3838,3,proton,0,0,0,1,1,1,1,1
3838,5,pi-,0,0,0,1,1,1,1,0
3838,6,pi+,0,0,0,1,1,1,0,0
3838,7,pi+,0,0,0,1,1,1,1,1
3838,8,pi-,0,0,0,1,1,1,1,1
3838,9,neutron,0,0,0,1,1,1,1,1
3838,10,proton,0,0,0,1,0,0,0,0
3838,17,gamma,0,0,0,1,1,1,1,1
3838,18,gamma,0,0,0,1,1,1,1,1
3839,1,proton,1,1,1,1,1,1,1,1
3840,1,proton,1,1,1,1,1,1,1,1
3841,1,proton,1,1,1,1,1,1,1,1
3842,1,proton,1,1,1,1,1,1,1,0
3842,4,sigma+,0,0,0,0,0,0,0,1
3842,5,kaon0L,0,0,0,0,0,0,0,1
3842,6,pi-,0,0,0,0,0,0,0,1
3842,8,pi+,0,0,0,0,0,0,0,1
3842,10,proton,0,0,0,0,0,0,0,1
3842,11,neutron,0,0,0,0,0,0,0,1
3842,12,neutron,0,0,0,0,0,0,0,1
3842,14,neutron,0,0,0,0,0,0,0,1
3842,15,proton,0,0,0,0,0,0,1,0
3842,16,neutron,0,0,0,0,0,0,0,1
3842,17,neutron,0,0,0,0,0,0,0,1
3842,21,proton,0,0,0,0,0,0,0,1
3842,22,gamma,0,0,0,0,0,0,0,1
3842,23,gamma,0,0,0,0,0,0,0,1
3842,32,gamma,0,0,0,1,1,0,0,0
3843,1,proton,1,1,1,1,1,1,1,0
3844,1,proton,1,1,1,1,1,1,1,0
3845,1,proton,1,1,1,1,1,1,1,1
3845,3,e-,0,0,0,1,1,0,0,0
3846,1,proton,1,1,1,1,1,1,1,1
3847,1,proton,1,1,1,1,1,1,1,1
3848,1,proton,1,1,1,1,1,1,1,1
3848,4,e-,0,0,0,0,0,0,0,1
3849,1,proton,1,1,1,1,1,1,1,0
3850,1,proton,1,1,1,1,1,1,1,1
3851,1,proton,1,1,1,1,1,1,1,1
3851,5,e-,0,0,0,0,0,1,1,0
3851,6,e-,0,0,0,0,0,0,0,1
3851,7,e-,0,0,0,0,0,0,0,1
3852,1,proton,1,1,1,1,1,1,1,1
3853,1,proton,1,1,1,1,1,1,1,1
3853,4,e-,0,0,0,0,0,0,0,1
3854,1,proton,1,1,1,1,1,1,1,1
3855,1,proton,1,1,1,1,1,1,1,1
3856,1,proton,1,1,1,1,1,1,1,1
3857,1,proton,1,1,1,1,1,0,0,0
3857,4,proton,0,0,0,0,0,1,1,1
3857,6,pi-,0,0,0,0,0,1,1,1
3857,7,pi+,0,0,0,0,0,1,1,1
3857,8,neutron,0,0,0,0,0,1,1,1
3857,14,gamma,0,0,0,0,0,1,0,0
3857,15,e-,0,0,0,0,0,1,1,0
3858,1,proton,1,1,1,1,1,1,1,1
3859,1,proton,1,1,1,1,1,1,1,1
3860,1,proton,1,1,1,1,1,1,1,1
3861,1,proton,1,1,1,1,1,1,1,1
3862,1,proton,1,1,1,1,1,1,1,1
3862,7,e-,0,0,0,0,0,0,0,1
3863,1,proton,1,1,1,1,1,1,1,1
3864,1,proton,1,1,1,1,1,1,1,0
3865,1,proton,1,1,1,1,1,1,1,1
3866,1,proton,1,1,1,1,1,1,1,1
3867,1,proton,1,1,1,1,1,1,1,1
3867,3,e-,0,0,1,0,0,0,0,0
3868,1,proton,1,1,1,1,1,1,1,1
3868,3,e-,0,0,0,0,0,1,0,0
3869,1,proton,1,1,1,1,1,1,1,1
3870,1,proton,1,1,1,1,1,1,1,1
3871,1,proton,1,1,1,1,1,1,1,1
3872,1,proton,1,1,1,1,1,1,1,1
3873,1,proton,1,1,1,1,1,1,1,1
3874,1,proton,1,1,1,1,1,1,1,1
3875,1,proton,1,1,1,1,1,1,1,1
3876,1,proton,1,1,1,1,1,1,1,1
3876,5,e-,0,0,0,0,1,0,0,0
3877,1,proton,1,1,1,1,1,1,1,1
3878,1,proton,1,1,1,1,1,1,1,1
3879,1,G4WT0 > proton,1,1,1,1,1,1,1,1
3880,1,proton,1,1,1,1,1,1,1,1
3881,1,proton,1,1,1,1,1,1,1,1
3882,1,proton,1,1,1,1,1,1,1,1
3883,1,proton,1,1,1,1,1,1,1,1
3884,1,proton,1,1,1,1,1,1,1,1
3885,1,proton,1,1,1,1,1,1,1,1
3886,1,proton,1,1,1,1,1,1,1,1
3887,1,proton,1,1,1,1,1,1,1,1
3888,1,proton,1,1,1,1,1,1,1,1
3889,1,proton,1,1,1,1,1,1,1,1
3890,1,proton,1,1,1,1,1,1,1,1
3890,2,e-,1,0,0,0,0,0,0,0
3891,1,proton,1,1,1,1,1,1,1,1
3892,1,proton,1,1,1,1,1,1,1,1
3893,1,proton,1,1,1,1,1,1,1,1
3894,1,proton,1,1,1,1,1,1,1,1
3894,2,e-,0,0,0,1,1,0,0,0
3894,3,e-,0,0,0,1,1,0,0,0
3895,1,proton,1,1,1,1,1,1,1,1
3896,1,proton,1,1,1,1,1,1,1,1
3897,1,proton,1,1,1,1,1,1,1,1
3898,1,proton,1,1,1,1,1,1,1,1
3899,1,proton,1,1,1,1,1,1,1,1
3901,1,proton,1,1,1,1,1,1,1,1
3902,1,proton,1,1,1,1,1,1,1,1
3903,1,proton,1,1,1,1,1,1,1,1
3904,1,proton,1,1,1,1,1,1,1,1
3905,1,proton,1,1,1,1,1,1,1,1
3906,1,proton,1,1,1,1,1,1,1,1
3907,1,proton,1,1,1,1,1,1,1,0
3907,3,proton,0,0,0,0,0,0,0,1
3907,5,neutron,0,0,0,0,0,0,0,1
3908,1,proton,1,1,1,1,1,1,1,1
3909,1,proton,1,1,1,1,1,1,1,1
3910,1,proton,1,1,1,1,1,1,1,1
3911,1,proton,1,1,1,1,1,1,1,1
3911,4,e-,0,1,1,0,0,0,0,0
3912,1,proton,1,1,1,1,1,1,1,1
3912,2,e-,0,0,0,0,0,1,0,0
3913,1,proton,1,1,1,1,1,1,1,1
3913,5,e-,0,0,0,0,0,0,0,1
3914,1,proton,1,1,1,1,1,1,1,1
3914,3,e-,0,1,0,0,0,0,0,0
3914,4,e-,0,0,0,0,0,1,1,0
3915,1,proton,1,1,1,1,1,1,1,1
3915,5,e-,0,0,0,0,0,0,0,1
3916,1,proton,1,1,1,1,1,0,0,0
3916,6,pi-,0,0,0,0,0,1,1,0
3916,7,pi+,0,0,0,0,0,1,1,1
3916,8,proton,0,0,0,0,0,1,1,1
3916,10,pi-,0,0,0,0,0,1,1,0
3916,11,proton,0,0,0,0,0,1,1,1
3916,12,pi-,0,0,0,0,0,1,1,0
3916,13,pi+,0,0,0,0,0,1,1,1
3916,14,neutron,0,0,0,0,0,1,1,0
3916,15,pi-,0,0,0,0,1,0,0,0
3916,17,pi+,0,0,0,0,0,1,1,0
3916,18,proton,0,0,0,0,0,1,0,0
3916,20,proton,0,0,0,0,0,1,1,1
3916,21,deuteron,0,0,0,0,0,1,0,0
3916,23,gamma,0,0,0,0,0,1,1,1
3916,24,gamma,0,0,0,0,0,1,1,1
3916,25,e-,0,0,0,0,0,1,0,0
3916,30,gamma,0,0,0,0,0,1,1,1
3916,31,gamma,0,0,0,0,0,1,1,1
3916,32,e-,0,0,0,0,0,1,1,0
