event,track,particle,tungsten_entry,tungsten_exit,sc1_entry,sc1_exit,sc2_entry,sc2_exit,sc3_entry,sc3_exit
88,1,proton,1,1,1,1,1,1,1,1
88,3,e-,0,0,0,0,0,1,1,0
88,4,e-,0,0,0,0,0,1,0,0
89,1,proton,1,1,1,1,1,1,1,1
90,1,proton,1,1,1,1,1,1,1,1
91,1,proton,1,1,1,1,1,1,1,1
91,3,e-,0,0,0,1,1,0,0,0
92,1,proton,1,1,1,1,1,1,1,1
92,5,gamma,0,0,0,1,1,0,0,0
93,1,proton,1,1,1,1,1,1,1,1
93,3,e-,0,0,0,0,0,1,0,0
94,1,proton,1,1,1,1,1,1,1,1
94,3,e-,0,0,0,0,0,1,0,0
94,4,e-,0,0,0,0,0,1,0,0
95,1,proton,1,1,1,1,1,1,1,0
96,1,proton,1,1,1,1,1,1,1,1
97,1,proton,1,1,1,1,1,1,1,1
98,1,proton,1,1,1,1,1,1,1,1
98,4,e-,0,0,0,0,0,1,1,0
99,1,proton,1,1,1,1,1,1,1,1
101,1,proton,1,1,1,1,1,1,1,1
102,1,proton,1,1,1,1,1,1,1,1
103,1,proton,1,1,1,1,1,1,1,1
104,1,proton,1,1,1,1,1,1,1,1
105,1,proton,1,1,1,1,1,1,1,1
106,1,proton,1,1,1,1,1,1,1,1
107,1,proton,1,1,1,1,1,1,1,1
108,1,proton,1,1,1,1,1,1,1,1
109,1,proton,1,1,1,1,1,1,1,0
110,1,proton,1,1,1,1,1,1,1,0
111,1,proton,1,1,1,1,1,1,1,1
112,1,proton,1,1,1,1,1,1,1,1
113,1,proton,1,1,1,1,1,1,1,1
114,1,proton,1,1,1,0,0,0,0,0
114,5,proton,0,0,0,1,1,1,1,1
114,6,pi-,0,0,0,1,1,1,1,1
114,9,pi+,0,0,0,1,1,1,0,0
114,13,gamma,0,0,0,1,1,1,1,0
114,14,gamma,0,0,0,1,1,0,0,0
115,1,proton,1,1,1,1,1,1,1,1
116,1,proton,1,1,1,1,1,1,1,0
117,1,proton,1,1,1,1,1,1,1,1
118,1,proton,1,1,1,1,1,1,1,1
119,1,proton,1,1,1,1,1,1,1,1
120,1,proton,1,1,1,1,1,1,1,1
121,1,proton,1,1,1,0,0,0,0,0
121,3,pi-,0,0,0,1,1,0,0,0
121,4,pi+,0,0,0,1,1,0,0,0
121,5,neutron,0,0,0,1,1,1,1,1
121,6,pi+,0,0,0,1,1,0,0,0
121,7,proton,0,0,0,1,1,1,1,1
121,8,pi-,0,0,0,1,1,1,1,1
121,10,pi+,0,0,0,1,1,1,1,1
121,11,gamma,0,0,0,1,1,0,0,0
121,12,gamma,0,0,0,1,1,1,1,1
121,13,e-,0,0,0,0,0,1,1,1
121,14,e+,0,0,0,0,0,1,1,1
121,15,gamma,0,0,0,0,0,0,0,1
121,16,gamma,0,0,0,0,0,1,1,1
122,1,proton,1,1,1,1,1,1,1,1
123,1,proton,1,1,1,1,1,1,1,0
123,2,e-,1,0,0,0,0,0,0,0
123,11,e-,1,0,0,0,0,0,0,0
124,1,proton,1,1,1,1,1,1,1,0
125,1,proton,1,1,1,1,1,1,1,1
126,1,proton,1,1,1,1,1,1,1,1
126,5,e-,0,0,0,1,1,0,0,0
127,1,proton,1,1,1,1,1,1,1,0
128,1,proton,1,1,1,1,1,1,1,1
129,1,proton,1,1,1,1,1,1,1,1
129,4,e-,0,0,0,1,1,0,0,0
130,1,proton,1,1,1,1,1,1,1,1
131,1,proton,1,1,1,1,1,1,1,1
132,1,proton,1,1,1,1,1,1,1,1
133,1,proton,1,1,1,1,1,1,1,1
134,1,proton,1,1,1,1,1,1,1,1
135,1,proton,1,1,1,1,1,1,1,1
136,1,proton,1,1,1,1,1,1,1,1
137,1,proton,1,1,1,1,1,1,1,1
138,1,proton,1,1,1,1,1,1,1,1
139,1,proton,1,1,1,1,1,1,1,1
140,1,proton,1,1,1,1,1,1,1,0
141,1,proton,1,1,1,1,1,1,1,1
142,1,proton,1,1,1,1,1,1,1,1
143,1,proton,1,1,1,1,1,1,1,0
144,1,proton,1,1,1,1,1,1,1,0
145,1,proton,1,1,1,1,1,1,1,1
146,1,proton,1,1,1,1,1,1,1,1
147,1,proton,1,1,1,1,1,1,1,1
148,1,proton,1,1,1,1,1,1,1,1
149,1,proton,1,1,1,1,1,1,1,1
150,1,proton,1,1,1,1,1,1,1,1
151,1,proton,1,1,1,1,1,1,1,1
151,6,e-,0,0,1,0,0,0,0,0
151,7,e-,0,0,1,0,0,0,0,0
152,1,proton,1,1,1,1,1,0,0,0
152,3,neutron,0,0,0,0,0,1,1,1
152,4,proton,0,0,0,0,1,0,0,0
152,5,pi+,0,0,0,0,0,1,1,1
152,6,proton,0,0,0,0,0,1,1,1
152,7,neutron,0,0,0,1,1,0,0,0
152,9,neutron,0,0,0,0,0,1,1,1
152,11,neutron,0,1,1,0,0,0,0,0
152,13,neutron,0,1,1,0,0,0,0,0
153,1,proton,1,1,1,1,1,1,1,1
154,1,proton,1,1,1,1,1,1,1,1
155,1,proton,1,1,1,1,1,1,1,1
156,1,proton,1,1,1,1,1,1,1,1
157,1,proton,1,1,1,1,1,1,1,0
158,1,proton,1,1,1,1,1,1,1,1
158,4,e-,0,0,0,0,0,0,0,1
159,1,proton,1,1,1,1,1,1,1,0
160,1,proton,1,1,1,1,1,1,1,1
161,1,proton,1,1,1,1,1,1,1,1
162,1,proton,1,1,1,1,1,1,1,1
162,2,e-,0,0,0,0,0,1,1,0
163,1,proton,1,1,1,1,1,1,1,1
164,1,proton,1,1,1,1,1,1,1,0
164,4,e-,0,0,0,0,0,1,0,0
165,1,proton,1,1,1,1,1,0,0,0
165,4,neutron,0,0,0,0,0,1,1,1
165,6,proton,0,0,0,0,0,1,1,0
166,1,proton,1,1,1,1,1,1,1,0
167,1,proton,1,1,1,1,1,1,1,1
167,3,e-,0,0,0,1,1,0,0,0
168,1,proton,1,1,1,1,1,1,1,1
169,1,proton,1,1,1,1,1,1,1,1
170,1,proton,1,1,1,1,1,1,1,1
170,3,e-,0,0,0,1,0,0,0,0
171,1,proton,1,1,1,0,0,0,0,0
171,6,proton,0,0,0,1,1,0,0,0
171,11,neutron,0,0,0,1,1,1,1,1
171,13,pi+,0,0,0,1,1,0,0,0
171,14,pi-,0,0,0,1,1,1,0,0
171,15,proton,0,0,0,1,1,1,1,0
171,16,gamma,0,0,0,1,0,0,0,0
171,17,gamma,0,0,0,1,1,1,1,1
172,1,proton,1,1,1,1,1,1,1,1
173,1,proton,1,1,1,1,1,1,1,1
174,1,proton,1,1,1,1,1,1,1,1
175,1,proton,1,1,1,1,1,1,1,1
175,8,e-,0,0,0,0,0,1,1,0
176,1,proton,1,1,1,1,1,1,1,1
177,1,proton,1,1,1,1,1,1,1,1
178,1,proton,1,1,1,1,1,1,1,1
179,1,proton,1,1,1,1,1,1,1,1
179,5,e-,0,0,0,0,0,0,0,1
180,1,proton,1,1,1,1,1,1,1,1
181,1,proton,1,1,1,1,1,1,1,1
182,1,proton,1,1,1,1,1,1,1,1
182,2,e-,0,1,0,0,0,0,0,0
183,1,proton,1,1,1,1,1,1,1,1
184,1,proton,1,1,1,1,1,1,1,1
184,3,e-,0,0,0,1,1,0,0,0
185,1,proton,1,1,1,1,1,1,1,1
185,2,e-,0,1,0,0,0,0,0,0
185,3,e-,0,0,0,1,0,0,0,0
186,1,proton,1,1,1,1,1,0,0,0
186,4,neutron,0,0,0,0,0,1,0,0
186,6,proton,0,0,0,1,1,0,0,0
186,7,pi+,0,0,0,0,0,1,1,1
186,8,proton,0,0,0,0,0,1,1,1
186,9,pi-,0,0,0,0,0,1,1,1
186,11,protoG4WT0 > n,0,0,0,1,1,0,0,0
186,15,e-,0,0,0,0,0,0,0,1
186,16,e-,0,0,0,0,0,0,0,1
186,17,gamma,0,0,0,0,0,0,0,1
186,19,gamma,0,0,0,0,0,1,1,1
186,20,gamma,0,0,0,0,0,1,1,1
187,1,proton,1,1,1,1,1,1,1,1
187,5,e-,0,0,0,1,1,0,0,0
187,7,e-,0,0,0,0,0,0,0,1
188,1,proton,1,1,1,1,1,1,1,1
188,3,e-,0,0,0,0,0,1,1,0
189,1,proton,1,1,1,1,1,1,1,1
190,1,proton,1,1,1,1,1,1,1,1
191,1,proton,1,1,1,1,1,1,1,1
191,4,e-,0,0,0,1,1,1,1,1
191,5,e-,0,0,0,0,0,1,1,1
191,6,e-,0,0,0,0,0,0,0,1
191,8,gamma,0,0,0,1,1,1,1,1
191,10,gamma,0,0,0,1,1,1,1,1
191,11,gamma,0,0,0,0,0,1,1,0
192,1,proton,1,1,1,1,1,1,1,1
193,1,proton,1,1,1,1,1,1,1,1
194,1,proton,1,1,1,1,1,1,1,1
195,1,proton,1,1,1,1,1,1,1,1
196,1,proton,1,1,1,1,1,1,1,1
196,3,e-,0,0,0,0,0,0,0,1
197,1,proton,1,1,1,1,1,1,1,1
197,2,e-,0,0,0,0,0,0,0,1
198,1,proton,1,1,1,1,1,1,1,1
199,1,proton,1,1,1,1,1,1,1,1
200,3,e-,0,0,0,0,0,1,1,1
201,1,proton,1,1,1,1,1,1,1,1
202,1,proton,1,1,1,1,1,1,1,1
203,1,proton,1,1,1,1,1,1,1,0
203,3,e-,0,0,0,0,0,1,1,0
203,4,e-,0,0,0,0,0,0,1,0
204,1,proton,1,1,1,1,1,1,1,0
205,1,proton,1,1,1,1,1,1,1,1
205,4,e-,0,0,0,0,0,0,0,1
206,1,proton,1,1,1,1,1,1,1,1
207,1,proton,1,1,1,1,1,1,1,1
208,1,proton,1,1,1,1,1,1,1,1
208,2,e-,0,0,0,0,0,0,0,1
209,1,proton,1,1,1,1,1,1,1,1
209,6,gamma,0,0,0,1,1,1,1,1
210,1,proton,1,1,1,1,1,1,1,1
211,1,proton,1,1,1,1,1,1,1,1
211,3,e-,0,0,0,1,1,0,0,0
211,4,e-,0,0,0,0,1,0,0,0
212,1,proton,1,1,1,1,1,1,1,1
212,4,e-,0,0,0,0,0,0,0,1
213,1,proton,1,1,1,1,1,1,1,1
214,1,proton,1,1,1,1,1,1,1,0
215,1,proton,1,1,1,1,1,1,1,1
215,6,e-,0,1,1,0,0,0,0,0
215,7,e-,0,0,1,0,0,0,0,0
216,1,proton,1,1,1,1,1,1,1,1
216,4,e-,0,0,0,0,0,0,0,1
217,1,proton,1,1,1,1,1,1,1,1
217,7,e-,0,0,0,0,0,0,0,1
218,1,proton,1,1,1,1,1,1,1,1
218,3,e-,0,0,1,0,0,0,0,0
219,1,proton,1,1,1,1,1,1,1,1
219,6,e-,0,0,0,0,0,0,0,1
219,7,gamma,0,0,0,0,0,1,1,0
220,1,proton,1,1,1,1,1,1,1,1
221,1,proton,1,1,1,1,1,1,1,0
221,5,e-,0,0,0,1,0,0,0,0
222,1,proton,1,1,1,1,1,1,1,1
223,1,proton,1,1,1,1,1,1,1,1
223,4,e-,0,0,0,1,0,0,0,0
223,5,e-,0,0,0,0,0,0,0,1
224,1,proton,1,1,1,1,1,1,1,1
225,1,proton,1,1,1,1,1,1,1,1
226,1,proton,1,1,1,1,1,1,1,1
227,1,proton,1,1,1,1,1,1,1,1
227,5,e-,0,0,0,0,0,1,1,0
228,1,proton,1,1,1,1,1,1,1,1
229,1,proton,1,1,1,1,1,1,1,1
230,1,proton,1,1,1,1,1,1,1,1
231,1,proton,1,1,1,1,1,1,1,1
232,1,proton,1,1,1,1,1,1,1,1
233,1,proton,1,1,1,1,1,1,1,1
234,1,proton,1,1,1,0,0,0,0,0
234,6,proton,0,0,0,1,1,1,1,1
234,8,proton,0,0,0,1,0,0,0,0
234,9,neutron,0,0,0,1,0,0,0,0
234,12,e-,0,0,0,0,0,0,0,1
235,1,proton,1,1,1,1,1,1,1,1
236,1,proton,1,1,1,1,1,1,1,1
237,1,proton,1,1,1,1,1,1,1,1
238,1,proton,1,1,1,1,1,1,1,1
238,5,e-,0,0,0,1,0,0,0,0
239,1,proton,1,1,1,1,1,1,1,1
240,1,proton,1,1,1,1,1,1,1,1
241,1,proton,1,1,1,1,1,1,1,1
242,1,proton,1,1,1,1,1,1,1,1
243,1,proton,1,1,1,1,1,1,1,1
244,1,proton,1,1,1,1,1,1,1,0
245,1,proton,1,1,1,1,1,1,1,1
246,1,proton,1,1,1,1,1,1,1,1
246,6,e-,0,0,0,0,0,1,1,0
246,7,gamma,0,0,0,0,0,1,1,0
247,1,proton,1,1,1,1,1,1,1,1
247,6,e-,0,0,0,0,0,1,0,0
248,1,proton,1,1,1,1,1,1,1,0
249,1,proton,1,1,1,1,1,1,1,1
250,1,proton,1,1,1,1,1,1,1,1
251,1,proton,1,1,1,1,1,1,1,1
252,1,proton,1,1,1,1,1,1,1,1
253,1,proton,1,1,1,1,1,1,1,1
254,1,proton,1,1,1,1,1,1,1,1
254,3,e-,0,0,0,0,0,0,0,1
255,1,proton,1,1,1,1,1,1,1,1
256,1,proton,1,1,1,1,1,1,1,1
257,1,proton,1,1,1,1,1,1,1,0
258,1,proton,1,1,1,1,1,1,1,1
259,1,proton,1,1,1,1,1,1,1,1
260,1,proton,1,1,1,1,1,1,1,1
260,3,e-,0,0,0,0,0,0,0,1
260,4,e-,0,0,0,0,0,0,0,1
261,1,proton,1,1,1,1,1,1,1,1
262,1,proton,1,1,1,1,1,1,1,1
263,1,proton,1,1,1,1,1,1,1,1
264,1,proton,1,1,1,1,1,1,1,1
265,1,proton,1,1,1,1,1,1,1,1
266,1,proton,1,1,1,1,1,1,1,1
267,1,proton,1,1,1,1,1,1,1,1
268,1,proton,1,1,1,1,1,1,1,1
269,1,proton,1,1,1,1,1,0,0,0
269,3,proton,0,0,0,0,0,1,1,1
269,4,neutron,0,0,0,0,0,1,1,0
270,1,proton,1,1,1,1,1,1,1,1
271,1,proton,1,1,1,1,1,1,1,1
272,1,proton,1,1,1,1,1,1,1,1
273,1,proton,1,1,1,1,1,1,1,0
274,1,proton,1,1,1,1,1,1,1,1
275,1,proton,1,1,1,1,1,1,1,1
276,1,proton,1,1,1,1,1,1,1,1
276,2,e-,0,0,0,0,0,0,0,1
277,1,proton,1,1,1,1,1,1,1,0
278,1,proton,1,1,1,1,1,1,1,0
279,1,proton,1,1,1,1,1,1,1,1
280,1,proton,1,1,1,1,1,1,1,1
281,1,proton,1,1,1,1,1,1,1,1
282,1,proton,1,1,1,1,1,1,1,1
282,2,e-,0,0,0,0,0,1,0,0
283,1,proton,1,1,1,1,1,1,1,0
284,1,proton,1,1,1,1,1,1,1,1
285,1,proton,1,1,1,1,1,1,1,1
286,1,proton,1,1,1,1,1,1,1,1
286,5,e-,0,0,0,0,0,0,0,1
287,1,proton,1,1,1,1,1,1,1,1
288,1,proton,1,1,1,1,1,1,1,1
289,1,proton,1,1,1,1,1,1,1,1
290,1,proton,1,1,1,1,1,1,1,1
290,5,e-,0,0,0,0,0,0,0,1
291,1,proton,1,1,1,1,1,0,0,0
291,4,neutron,0,0,0,0,0,1,1,1
291,5,pi+,0,0,0,0,0,1,0,0
291,6,neutron,0,0,0,0,0,1,1,1
291,8,proton,0,0,0,0,0,1,1,1
291,9,neutron,0,0,0,0,0,1,0,0
291,12,deuteron,0,0,0,1,1,0,0,0
291,15,e-,0,0,0,0,0,0,1,0
292,1,proton,1,1,1,1,1,1,1,1
293,1,proton,1,1,1,1,1,1,1,1
294,1,proton,1,1,1,1,1,1,1,1
294,4,e-,0,0,0,0,0,0,1,0
295,1,proton,1,1,1,1,1,1,1,1
296,1,proton,1,1,1,1,1,1,1,1
297,1,proton,1,1,1,1,1,1,1,1
298,1,proton,1,1,1,1,1,1,1,1
298,8,e-,0,0,0,0,0,0,0,1
301,1,proton,1,1,1,1,1,1,1,1
302,1,proton,1,1,1,1,1,1,1,1
303,1,proton,1,1,1,1,1,1,1,1
304,1,proton,1,1,1,1,1,1,1,1
305,1,proton,1,1,1,1,1,1,1,0
306,1,proton,1,1,1,1,1,1,1,0
307,1,proton,1,1,1,1,1,1,1,1
307,3,e-,0,0,0,0,0,1,0,0
307,4,e-,0,0,0,0,0,0,0,1
307,5,gamma,0,0,0,0,0,0,0,1
308,1,proton,1,1,1,1,1,1,1,1
309,1,proton,1,1,1,1,1,1,1,1
310,1,proton,1,1,1,1,1,1,1,1
311,1,proton,1,1,1,1,1,1,1,1
312,1,proton,1,1,1,1,1,1,1,1
313,1,proton,1,1,1,1,1,1,1,0
314,1,proton,1,1,1,1,1,1,1,1
315,1,proton,1,1,1,1,1,1,1,1
315,5,e-,0,0,0,0,0,0,0,1
316,1,proton,1,1,1,1,1,1,1,1
317,1,proton,1,1,1,1,1,1,1,1
318,1,proton,1,1,1,1,1,1,1,1
319,1,proton,1,1,1,1,1,1,1,1
320,1,proton,1,1,1,1,1,1,1,1
321,1,proton,1,1,1,1,1,1,1,1
322,1,proton,1,1,1,1,1,1,1,1
322,3,e-,0,0,0,1,1,0,0,0
323,1,proton,1,1,1,1,1,1,1,1
323,5,e-,0,0,0,0,0,0,0,1
324,1,proton,1,1,1,1,1,1,1,1
325,1,proton,1,1,1,1,1,1,1,1
325,4,e-,0,0,0,0,0,0,0,1
326,1,proton,1,1,1,1,1,1,1,1
327,1,proton,1,1,1,1,1,1,1,1
328,1,proton,1,1,1,1,1,1,1,1
329,1,proton,1,1,1,1,1,1,1,1
330,1,proton,1,1,1,1,1,1,1,1
331,1,proton,1,1,1,1,1,1,1,1
332,1,proton,1,1,1,1,1,1,1,1
332,3,e-,0,0,0,0,0,1,0,0
333,1,proton,1,1,1,1,1,1,1,0
333,2,e-,1,0,0,0,0,0,0,0
333,5,e-,1,0,0,0,0,0,0,0
334,1,proton,1,1,1,1,1,1,1,1
335,1,proton,1,1,1,1,1,1,1,0
336,1,proton,1,1,1,1,1,1,1,1
337,1,proton,1,1,1,1,1,1,1,1
337,5,e-,0,0,0,1,0,0,0,0
337,7,e-,0,0,0,1,0,0,0,0
338,1,proton,1,1,1,1,1,1,1,1
339,1,proton,1,1,1,1,1,1,1,1
340,1,proton,1,1,1,1,1,1,1,1
341,1,proton,1,1,1,1,1,1,1,1
342,1,proton,1,1,1,1,1,1,1,1
343,1,proton,1,1,1,1,1,1,1,1
344,1,proton,1,1,1,1,1,1,1,1
345,1,proton,1,1,1,1,1,1,1,1
346,1,proton,1,1,1,1,1,1,1,1
347,1,proton,1,1,1,1,1,1,1,1
348,1,proton,1,1,1,1,1,1,1,1
349,1,proton,1,1,1,1,1,1,1,1
350,1,proton,1,1,1,1,1,1,1,1
351,1,proton,1,1,1,1,1,1,1,1
352,1,proton,1,1,1,1,1,1,1,1
353,1,proton,1,1,1,1,1,1,1,1
354,1,proton,1,1,1,1,1,1,1,1
355,1,proton,1,1,1,1,1,1,1,1
355,4,e-,0,0,0,0,1,0,0,0
356,1,proton,1,1,1,1,1,1,1,0
357,1,proton,1,1,1,1,1,1,1,1
358,1,proton,1,1,1,1,1,1,1,1
358,3,e-,0,0,0,1,0,0,0,0
359,1,proton,1,1,1,1,1,1,1,1
360,1,proton,1,1,1,1,1,1,1,1
360,3,e-,0,0,0,0,0,0,0,1
361,1,proton,1,1,1,1,1,1,1,1
362,1,proton,1,1,1,1,1,1,1,1
363,1,proton,1,1,1,1,1,1,1,0
364,1,proton,1,1,1,1,1,1,1,1
364,4,e-,0,0,0,0,0,0,0,1
365,1,proton,1,1,1,1,1,1,1,0
366,1,proton,1,1,1,1,1,1,1,1
367,1,proton,1,1,1,1,1,1,1,0
368,1,proton,1,1,1,1,1,1,1,1
369,1,proton,1,1,1,1,1,1,1,1
369,4,e-,0,0,0,1,1,0,0,0
370,1,proton,1,1,1,1,1,1,1,1
371,1,proton,1,1,1,1,1,1,1,1
372,1,proton,1,1,1,1,1,1,1,1
373,1,proton,1,1,1,1,1,1,1,1
374,1,proton,1,1,1,1,1,1,1,1
375,1,proton,1,1,1,1,1,1,1,1
376,1,proton,1,1,1,1,1,1,1,1
377,1,proton,1,1,1,1,1,1,1,1
378,1,proton,1,1,1,1,1,1,1,1
378,5,e-,0,0,0,0,1,0,0,0
379,1,proton,1,1,1,1,1,1,1,1
379,5,e-,0,0,0,0,0,1,1,0
380,1,proton,1,1,1,1,1,1,1,1
380,3,e-,0,0,0,1,1,0,0,0
380,4,e-,0,0,0,0,0,0,0,1
381,1,proton,1,1,1,1,1,1,1,1
382,1,proton,1,1,1,1,1,1,1,1
383,1,proton,1,1,1,1,1,1,1,1
384,1,proton,1,1,1,1,1,1,1,1
384,4,e-,0,0,0,1,0,0,0,0
384,5,e-,0,0,0,0,0,0,0,1
384,6,e-,0,0,0,1,1,0,0,0
384,7,e-,0,0,0,0,1,0,0,0
385,1,proton,1,1,1,1,1,1,1,1
385,5,e-,0,0,0,1,1,0,0,0
386,1,proton,1,1,1,1,1,1,1,1
387,1,proton,1,1,1,1,1,1,1,1
388,1,proton,1,1,1,1,1,1,1,1
389,1,proton,1,1,1,1,1,1,1,1
390,1,proton,1,1,1,1,1,1,1,1
390,3,e-,0,0,0,0,0,1,1,0
391,1,proton,1,1,1,1,1,1,1,1
392,1,proton,1,1,1,1,1,1,1,1
393,1,proton,1,1,1,1,1,0,0,0
393,4,proton,0,0,0,0,0,1,1,1
393,6,pi-,0,0,0,0,0,1,1,1
393,7,pi+,0,0,0,0,0,1,1,1
393,8,proton,0,0,0,0,0,1,1,1
393,11,pi+,0,0,0,0,0,1,1,1
393,12,pi-,0,0,0,0,0,1,1,0
393,13,proton,0,0,0,0,0,1,1,1
393,19,gamma,0,1,1,1,1,0,0,0
393,20,gamma,0,0,0,0,0,1,1,1
393,21,gamma,0,0,0,0,0,1,1,1
393,22,gamma,0,0,0,0,0,1,1,1
393,24,e-,0,0,0,0,0,1,1,0
393,25,gamma,0,0,0,0,0,1,0,0
393,26,gamma,0,0,0,0,0,1,1,1
394,1,proton,1,1,1,1,1,1,1,1
395,1,proton,1,1,1,1,1,1,1,1
396,1,proton,1,1,1,1,1,1,1,1
396,4,e-,0,0,0,0,0,1,1,0
397,1,proton,1,1,1,1,1,1,1,1
398,1,proton,1,1,1,1,1,1,1,1
399,1,proton,1,1,1,1,1,1,1,1
399,4,e-,0,0,0,0,0,0,0,1
401,1,proton,1,1,1,1,1,1,1,1
402,1,proton,1,1,1,1,1,1,1,1
403,1,proton,1,1,1,1,1,1,1,1
404,1,proton,1,1,1,1,1,1,1,1
404,4,e-,0,0,0,0,0,0,0,1
405,1,proton,1,1,1,1,1,1,1,0
406,1,proton,1,1,1,1,1,1,1,1
407,1,proton,1,1,1,1,1,1,1,1
408,1,proton,1,1,1,1,1,1,1,1
409,1,proton,1,1,1,1,1,1,1,1
410,1,proton,1,1,1,1,1,0,0,0
410,6,neutron,0,0,0,0,0,1,1,1
410,7,pi+,0,0,0,0,0,1,1,1
410,8,neutron,0,0,0,0,0,1,0,0
410,9,neutron,0,0,0,0,0,1,1,1
410,11,proton,0,0,0,0,0,1,1,0
410,12,neutron,0,0,0,0,0,1,1,1
410,14,proton,0,0,0,0,0,1,1,1
410,15,pi+,0,0,0,0,0,1,0,0
410,16,proton,0,0,0,0,0,1,1,1
410,17,neutron,0,0,0,1,1,0,0,0
410,21,e-,0,0,0,0,0,0,0,1
410,24,gamma,0,0,0,0,0,1,1,1
410,25,gamma,0,0,0,0,0,1,1,1
410,26,e-,0,0,0,0,0,0,0,1
410,27,gamma,0,0,0,0,0,1,1,1
410,28,gamma,0,0,0,0,0,1,1,0
411,1,proton,1,1,1,1,1,1,1,1
412,1,proton,1,1,1,1,1,1,1,1
412,3,e-,0,0,0,0,0,0,0,1
413,1,proton,1,1,1,1,1,1,1,1
414,1,proton,1,1,1,1,1,1,1,1
415,1,proton,1,1,1,1,1,1,1,1
416,1,proton,1,1,1,1,1,1,1,1
417,1,proton,1,1,1,1,1,1,1,0
418,1,proton,1,1,1,1,1,1,1,1
419,1,proton,1,1,1,1,1,1,1,1
420,1,proton,1,1,1,1,1,1,1,0
421,1,proton,1,1,1,1,1,1,1,1
422,1,proton,1,1,1,1,1,1,1,1
423,1,proton,1,1,1,1,1,1,1,1
424,1,proton,1,1,1,1,1,1,1,1
425,1,proton,1,1,1,1,1,1,1,1
425,4,e-,0,0,0,0,0,0,0,1
426,1,proton,1,1,1,1,1,1,1,0
427,1,proton,1,1,1,1,1,1,1,1
428,1,proton,1,1,1,1,1,1,1,1
429,1,proton,1,1,1,1,1,1,1,1
430,1,proton,1,1,1,1,1,1,1,1
431,1,proton,1,1,1,1,1,1,1,1
432,1,proton,1,1,1,1,1,1,1,1
433,1,proton,1,1,1,1,1,1,1,1
434,1,proton,1,1,1,1,1,1,1,1
435,1,proton,1,1,1,1,1,1,1,1
436,1,proton,1,1,1,1,1,1,1,0
436,3,proton,0,0,0,0,0,0,0,1
436,4,pi-,0,0,0,0,0,0,0,1
436,6,neutron,0,0,0,0,0,0,0,1
436,7,pi+,0,0,0,0,0,0,0,1
436,8,pi-,0,0,0,0,0,0,0,1
436,10,pi-,0,0,0,0,0,0,0,1
436,11,proton,0,0,0,0,0,0,0,1
436,12,neutron,0,0,0,0,0,0,0,1
436,13,pi+,0,0,0,0,0,0,1,0
436,14,proton,0,0,0,0,0,0,0,1
436,15,triton,0,0,0,0,0,1,1,0
436,16,neutron,0,0,0,0,0,0,0,1
436,17,alpha,0,0,0,0,0,0,0,1
436,18,e-,0,0,0,0,0,0,0,1
437,1,proton,1,1,1,1,1,1,1,0
437,3,e-,0,0,0,1,1,0,0,0
437,4,e-,0,0,0,0,0,1,0,0
437,5,e-,0,0,0,0,0,0,1,0
438,1,proton,1,1,1,1,1,1,1,1
438,3,e-,0,0,0,1,1,0,0,0
439,1,proton,1,1,1,1,1,1,1,1
439,3,e-,0,0,0,1,1,1,1,1
439,4,gamma,0,0,0,0,0,1,1,1
439,5,gamma,0,0,0,0,0,1,1,1
440,1,proton,1,1,1,1,1,1,1,1
441,1,proton,1,1,1,1,1,1,1,1
442,1,proton,1,1,1,1,1,1,1,1
443,1,proton,1,1,1,1,1,1,1,1
444,1,proton,1,1,1,1,1,1,1,1
445,1,proton,1,1,1,1,1,1,1,1
445,4,e-,0,0,0,0,0,0,0,1
445,5,e-,0,0,0,0,0,0,0,1
446,1,proton,1,1,1,1,1,1,1,1
446,3,e-,0,0,0,1,1,0,0,0
447,1,proton,1,1,1,1,1,1,1,1
448,1,proton,1,1,1,1,1,1,1,1
449,1,proton,1,1,1,1,1,1,1,0
449,5,e-,0,0,0,0,1,0,0,0
450,1,proton,1,1,1,1,1,1,1,1
451,1,proton,1,1,1,1,1,1,1,1
452,1,proton,1,1,1,1,1,1,1,1
453,1,proton,1,1,1,1,1,0,0,0
453,2,proton,0,0,0,0,0,1,1,0
453,3,neutron,0,0,0,0,0,1,1,1
453,8,pi+,0,0,0,0,0,1,1,1
453,9,pi-,0,0,0,0,0,1,1,0
453,10,neutron,0,0,0,0,0,1,0,0
453,11,pi-,0,0,0,0,0,1,0,0
453,13,pi+,0,0,0,0,0,1,1,0
453,15,alpha,0,0,0,0,0,1,0,0
453,18,gamma,0,0,0,0,0,1,1,0
453,19,gamma,0,0,0,0,0,1,0,0
453,20,e-,0,0,0,0,0,0,0,1
453,21,e+,0,0,0,0,0,0,0,1
453,22,gamma,0,0,0,0,0,1,0,0
453,24,gamma,0,0,0,0,0,1,1,1
453,25,gamma,0,0,0,0,0,1,1,1
454,1,proton,1,1,1,1,1,1,1,1
455,1,proton,1,1,1,1,1,1,1,1
456,1,proton,1,1,1,1,1,1,1,1
456,4,e-,0,0,0,0,0,0,0,1
457,1,proton,1,1,1,1,1,1,1,1
458,1,proton,1,1,1,1,1,1,1,0
459,1,proton,1,1,1,0,0,0,0,0
459,5,pi+,0,0,0,1,1,1,1,0
459,6,neutron,0,0,0,1,1,1,1,1
459,8,neutron,0,0,0,1,1,1,1,1
