run,total,proton,electron,gamma,pion,muon,other
1,61,19,0,10,0,0,32
2,73,20,0,18,0,0,35
3,51,12,0,15,0,0,24
4,66,21,0,15,0,0,30
5,36,13,0,7,0,0,16
6,25,8,0,4,0,0,13
7,43,19,0,3,0,0,21
8,80,16,1,36,0,0,27
9,51,22,0,8,0,0,21
10,38,12,0,2,0,0,24
Total,524,162,1,118,0,0,243
Average,52,16,0,11,0,0,24
Per Proton,0,0,,0,0,0,0
