run,total,proton,electron,gamma,pion,muon,other
1,49,23,0,8,0,0,18
2,64,17,0,16,1,0,30
3,91,23,1,36,0,0,31
4,59,18,1,12,0,0,28
5,56,23,0,4,0,0,29
6,42,10,0,15,0,0,17
7,53,8,0,17,0,0,28
8,28,10,0,6,0,0,12
9,44,21,0,8,1,0,14
10,61,15,2,19,0,0,25
Total,547,168,4,141,2,0,232
Average,54,16,0,14,0,0,23
Per Proton,0,0,,0,0,0,0
