run,total,proton,electron,gamma,pion,muon,other
1,26,7,0,9,0,0,10
2,20,9,0,2,0,0,9
3,18,5,0,2,0,0,11
4,23,9,0,3,0,0,11
5,20,2,0,4,0,0,14
6,15,6,1,2,0,0,6
7,14,6,0,2,0,0,6
8,18,7,1,5,0,0,5
9,21,10,0,3,0,0,8
10,18,5,0,3,0,0,10
Total,193,66,2,35,0,0,90
Average,19,6,0,3,0,0,9
Per Proton,0,0,,0,0,0,0
