run,total,proton,electron,gamma,pion,muon,other
1,1234,79,33,824,63,0,235
2,771,52,30,508,32,0,149
3,1719,79,75,1246,59,0,260
4,1311,74,46,879,53,0,259
5,1203,60,38,877,35,0,193
6,754,66,25,472,26,0,165
7,851,67,26,538,41,0,179
8,925,72,26,500,54,0,273
9,1532,71,54,1146,40,0,221
10,1187,65,49,832,44,0,197
Total,11487,685,402,7822,447,0,2131
Average,1148,68,40,782,44,0,213
Per Proton,1,0,,0,0,0,0
