run,total,proton,electron,gamma,pion,muon,other
1,276,19,7,131,15,0,104
2,360,27,11,186,24,0,112
3,446,17,17,336,8,0,68
4,151,21,0,62,9,0,59
5,77,22,1,11,5,0,38
6,346,21,7,187,21,0,110
7,285,18,5,168,15,0,79
8,102,12,2,36,9,0,43
9,372,23,16,235,12,0,86
10,217,23,7,83,18,1,85
Total,2632,203,73,1435,136,1,784
Average,263,20,7,143,13,0,78
Per Proton,0,0,,0,0,0,0
