run,total,proton,electron,gamma,pion,muon,other
1,603,61,13,320,26,0,183
2,629,70,15,320,30,0,194
3,1263,45,50,936,34,1,197
4,763,51,16,493,39,0,164
5,1017,38,45,754,28,0,152
6,1604,56,58,1257,36,0,197
7,887,48,24,586,57,1,171
8,513,43,14,297,27,0,132
9,942,43,27,660,33,0,179
10,1050,65,25,691,50,0,219
Total,9271,520,287,6314,360,2,1788
Average,927,52,28,631,36,0,178
Per Proton,0,0,,0,0,0,0
