run,total,proton,electron,gamma,pion,muon,other
1,1210,44,46,850,23,0,247
2,815,38,34,587,28,0,128
3,728,49,23,451,32,0,173
4,827,49,34,524,27,1,192
5,767,58,9,457,53,0,190
6,441,36,9,238,21,0,137
7,608,47,20,367,27,0,147
8,1139,37,45,785,38,0,234
9,830,56,24,535,33,0,182
10,992,50,37,694,27,0,184
Total,8357,464,281,5488,309,1,1814
Average,835,46,28,548,30,0,181
Per Proton,0,0,,0,0,0,0
