run,total,proton,electron,gamma,pion,muon,other
1,973,60,27,669,44,0,173
2,1486,71,43,1013,63,0,296
3,1394,80,51,885,54,0,324
4,1181,60,38,850,56,0,177
5,1486,65,63,1022,33,0,303
6,1054,62,38,731,37,0,186
7,1218,72,46,791,41,0,268
8,1288,69,48,915,47,0,209
9,1113,78,32,737,46,0,220
10,2069,100,93,1489,62,0,325
Total,13262,717,479,9102,483,0,2481
Average,1326,71,47,910,48,0,248
Per Proton,1,0,,0,0,0,0
