run,total,proton,electron,gamma,pion,muon,other
1,1009,90,27,600,46,0,246
2,1234,78,35,893,44,0,184
3,1701,102,64,1211,62,0,262
4,1842,103,64,1314,47,0,314
5,1506,76,43,1014,64,1,308
6,1354,82,42,978,34,0,218
7,1847,73,66,1348,62,2,296
8,1107,80,25,760,55,0,187
9,1845,76,60,1398,47,0,264
10,1398,91,48,954,62,0,243
Total,14843,851,474,10470,523,3,2522
Average,1484,85,47,1047,52,0,252
Per Proton,1,0,,1,0,0,0
