run,total,proton,electron,gamma,pion,muon,other
1,412,35,5,203,28,0,141
2,1032,34,31,778,29,0,160
3,931,39,29,658,35,0,170
4,480,46,8,221,31,0,174
5,629,40,22,397,32,0,138
6,929,30,39,703,20,0,137
7,1111,43,43,784,36,0,205
8,662,34,27,434,34,0,133
9,739,42,31,444,31,0,191
10,747,53,24,467,37,0,166
Total,7672,396,259,5089,313,0,1615
Average,767,39,25,508,31,0,161
Per Proton,0,0,,0,0,0,0
