run,total,proton,electron,gamma,pion,muon,other
1,1281,62,43,974,47,0,155
2,1256,62,43,901,42,0,208
3,834,56,19,509,33,0,217
4,818,83,23,482,36,0,194
5,1075,63,38,772,40,0,162
6,934,47,32,661,39,0,155
7,836,76,28,515,29,0,188
8,1158,54,31,829,36,0,208
9,1006,60,42,679,38,0,187
10,938,61,36,598,42,1,200
Total,10136,624,335,6920,382,1,1874
Average,1013,62,33,692,38,0,187
Per Proton,1,0,,0,0,0,0
