run,total,proton,electron,gamma,pion,muon,other
1,443,31,10,255,24,0,123
2,547,33,15,337,31,0,131
3,291,25,8,172,18,0,68
4,387,22,9,235,10,0,111
5,409,33,6,252,29,0,89
6,414,24,19,254,29,0,88
7,564,36,13,361,24,0,130
8,529,41,16,317,22,0,133
9,477,29,18,326,21,0,83
10,604,37,34,390,19,0,124
Total,4665,311,148,2899,227,0,1080
Average,466,31,14,289,22,0,108
Per Proton,0,0,,0,0,0,0
