run,total,proton,electron,gamma,pion,muon,other
1,1433,77,48,1051,38,0,219
2,911,68,31,566,48,0,198
3,871,64,27,519,40,0,221
4,700,64,19,392,49,0,176
5,1017,69,36,679,39,0,194
6,1364,59,43,1011,37,0,214
7,796,57,22,481,56,0,180
8,1067,69,40,684,49,1,224
9,980,48,29,730,40,0,133
10,747,55,17,434,36,0,205
Total,9886,630,312,6547,432,1,1964
Average,988,63,31,654,43,0,196
Per Proton,0,0,,0,0,0,0
