run,total,proton,electron,gamma,pion,muon,other
1,531,24,15,407,11,0,74
2,212,19,4,95,20,1,73
3,412,27,14,239,18,0,114
4,544,31,17,354,39,0,103
5,441,26,22,269,16,0,108
6,404,24,9,281,12,0,78
7,303,25,6,178,19,0,75
8,287,26,8,154,19,0,80
9,229,16,6,124,15,0,68
10,527,26,19,371,16,1,94
Total,3890,244,120,2472,185,2,867
Average,389,24,12,247,18,0,86
Per Proton,0,0,,0,0,0,0
