run,total,proton,electron,gamma,pion,muon,other
1,1929,100,71,1502,52,0,204
2,1665,116,57,1190,47,0,255
3,1543,85,47,1166,36,0,209
4,1397,103,50,1026,32,0,186
5,1948,119,81,1469,50,0,229
6,1795,114,69,1314,46,0,252
7,1296,104,46,910,47,0,189
8,2198,113,71,1582,60,0,372
9,1907,100,71,1467,37,0,232
10,1604,103,68,1184,54,0,195
Total,17282,1057,631,12810,461,0,2323
Average,1728,105,63,1281,46,0,232
Per Proton,1,0,,1,0,0,0
