run,total,proton,electron,gamma,pion,muon,other
1,1622,102,63,1119,54,0,284
2,1552,94,44,1138,51,0,225
3,1657,111,56,1154,66,0,270
4,1780,95,72,1332,51,0,230
5,1287,94,59,830,45,1,258
6,1502,97,39,1062,51,0,253
7,2019,106,68,1447,84,0,314
8,1430,84,37,1037,41,0,231
9,1839,102,67,1261,67,0,342
10,1661,89,47,1239,50,0,236
Total,16349,974,552,11619,560,1,2643
Average,1634,97,55,1161,56,0,264
Per Proton,1,0,,1,0,0,0
