run,total,proton,electron,gamma,pion,muon,other
1,1215,87,48,896,39,0,145
2,2110,108,83,1563,70,0,286
3,2285,119,73,1648,76,0,369
4,2314,108,110,1688,70,0,338
5,1295,105,57,890,42,0,201
6,1610,106,46,1171,45,0,242
7,1710,99,57,1296,49,0,209
8,2139,97,67,1613,64,1,297
9,800,92,38,531,21,0,118
10,1758,93,65,1353,33,0,214
Total,17236,1014,644,12649,509,1,2419
Average,1723,101,64,1264,50,0,241
Per Proton,1,0,,1,0,0,0
